author,title,description,url,source,image,category,language,country,published_at,topic
gqlshare,Infighting in Westminster City Council comes to a head with vote to censure Councilmember Phan West,"Councilmember Amy Phan West said the censure vote is ""political jealousy"" and an attempt to silence her.",https://www.ocregister.com/2024/06/25/infighting-in-westminster-city-council-comes-to-a-head-with-vote-to-censure-councilmember-phan-west/,ocregister,https://www.ocregister.com/wp-content/uploads/2024/06/OCR-L-TETPARADE-0224.15.jpg?w=1400px&strip=all,general,en,us,2024-06-25T22:24:44+00:00,politics
,"More election law changes could be coming ahead of this year's political races, NC Republicans say",GOP lawmakers' failed budget negotiations this month mean lawmakers could come back to Raleigh in several months. And the budget would be far from the only priority then.,https://www.wral.com/story/more-election-law-changes-could-be-coming-ahead-of-this-year-s-political-races-nc-republicans-say/21498009/,wral,//www.wral.com/,general,en,us,2024-06-25T22:14:48+00:00,politics
Chronicle Editor,Zimbabwe must project ‘Open for Business’ agenda at Sadc Summit,"Gibson Mhaka, Zimpapers Politics Hub ORGANISING and hosting a major international event can be a powerful catalyst for social and economic development across a country. However, to ensure these events deliver a positive return on investment and that the benefits extend beyond financial gain to create lasting positive impacts on local communities and minimise environmental [&#8230;]",https://www.chronicle.co.zw/zimbabwe-must-project-open-for-business-agenda-at-sadc-summit/,The Chronicle,,general,en,gh,2024-06-25T22:05:41+00:00,politics
,Von der Leyen lined up for second term under EU top jobs deal,"European political groups on Tuesday agreed to a deal on top European Union posts, selecting Germany's Ursula von der Leyen for a second term as head of the…",https://japantoday.com/category/world/von-der-leyen-lined-up-for-second-term-under-eu-top-jobs-deal-sources-say,japantoday,,general,en,us,2024-06-25T21:59:04+00:00,politics
,UK's main parties ditch candidates over election betting probe,"Britain's two main political parties on Tuesday each withdrew support for candidates who are being investigated over bets relating to the upcoming general election, as a scandal that…",https://japantoday.com/category/world/uk%27s-main-parties-ditch-candidates-over-election-betting-probe,japantoday,,general,en,us,2024-06-25T21:58:54+00:00,politics
Jason Cohen,Andy McCarthy Says Trump’s Gag Order ‘Obviously Political’ Since Legally ‘There’s No Need’ For It Anymore,'And the purpose of it is obviously political',https://dailycaller.com/2024/06/25/andy-mccarthy-trumps-gag-order-obviously-political-since-legally-theres-no-need-anymore/,dailycaller,,general,en,us,2024-06-25T21:55:57+00:00,politics
Adam Nossiter,"Eric Hazan, Publisher and Historian on France’s Left, Dies at 87","He elevated many of France’s most provocative writers through his publishing house, La Fabrique, but he made his greatest mark as a politically engaged historian of Paris.",https://www.nytimes.com/2024/06/25/books/eric-hazan-dead.html,The New York Times,,entertainment,en,us,2024-06-25T21:15:36+00:00,politics
AP News,Supporters of a proposed voter ID amendment in Nevada turn in thousands of signatures for review,"Supporters of a proposed constitutional amendment that would require voters to show photo identification at the polls have submitted signatures in an effort to get the measure on the 2024 ballot. The Repair the Vote political action committee turned in about 179,000 signatures from Nevada’s 17 counties. Just over 100,000 signatures need to be valid for the measure to be eligible for the ballot. Voters then would have to weigh in this year and again in 2026 to amend the Nevada Constitution. The proposal also calls for an extra layer of verification for mail ballots.",https://www.mymotherlode.com/news/national/general-election/3381290/supporters-of-a-proposed-voter-id-amendment-in-nevada-turn-in-thousands-of-signatures-for-review.html,mymotherlode,,general,en,us,2024-06-25T21:10:50+00:00,politics
Matt Keely,Support for same-sex marriage falls across the board as GOP leans into anti-LGBTQ rhetoric,"While support for same-sex marriage remains high overall, it’s been dropping over the last three years following GOP attacks on the LGBTQ community.According to a new Gallup poll, overall support for same-sex marriage is at 69% among Americans. While that’s strong, it’s down two percentage points from 2022, when support hit a record high of 71%.The dip can be seen across the political spectrum. When asked if marriage equality should be legal, Republicans’ support fell to 46% from a high of 55% in 2021 and 2022. But support even fell among Democrats and independent voters asked the same...",https://www.alternet.org/same-marriage-gop/,alternet,https://www.alternet.org/media-library/image.jpg?id=52502943&width=980,general,en,us,2024-06-25T20:57:37+00:00,politics
Postmedia News,LILLEY UNLEASHED: Could Trudeau face a blue wave in Toronto?,WATCH BELOW as the Sun&#8217;s political columnist Brian Lilley says now that the Trudeau Liberals have lost Toronto St. Paul&#8217;s can more of the Toronto ridings fall to Poilievre and the Conservatives. What do YOU think? Tweet and Facebook us! And don’t forget to subscribe to our YouTube Channel. ,https://torontosun.com/news/lilley-unleashed-could-trudeau-face-a-blue-wave-in-toronto,torontosun,,general,en,us,2024-06-25T20:45:10+00:00,politics
Martin Farrer,Australia politics live: Julian Assange lands in Saipan; Coalition to attack Albanese over Payman crossing the floor,"The WikiLeaks founder is expected to face a US court in the Pacific territory today. Follow the day’s news liveGet our morning and afternoon news emails, free app or daily news podcastWikileaks (and flight tracking sites) have confirmed that Julian Assange’s plane is on the ground on the Pacific island of Saipan, where he is due to face a US judge in a couple of hours to enter his guilty plea and receive a sentence.Guardian correspondent Helen Davidson is also on the ground in Saipan and will bring all the latest news from the Assange court hearing as it happens. Continue reading...",https://www.theguardian.com/australia-news/live/2024/jun/26/australia-politics-live-labor-coalition-greens-parliament-julian-assange-saipan-wikileaks-fatima-payman-anthony-albanese-peter-dutton-nuclear-emissions-newington-question-time,The Guardian,https://i.guim.co.uk/img/media/393a7b7908490f1e6d1d4df0280b6b024db140a5/0_88_1516_910/master/1516.jpg?width=140&quality=85&auto=format&fit=max&s=3a91ebb84ea66a7e148b25fa4312f0d8,politics,en,au,2024-06-25T20:41:43+00:00,politics
Korea Herald,[Kim Seong-kon] Those who don the mask of justice,"We often confuse justice with revenge and punish someone we hate in the name of justice. Indeed, personal acts of vengeance and political vendettas tend to wear the mask of justice. That is why Michel Foucault warned us; &ldquo;Justice must always question itself, just as society can exist only by means of the work it does on itself and on its institutions.&rdquo; Indeed, we should cast doubt on the people who claim that they can bring justice to our society, because what is called &ldquo;justic",https://www.koreaherald.com/view.php?ud=20240625050763,The Korea Herald,,general,en,kr,2024-06-25T20:35:48+00:00,politics
Farrah Tomazin,"Julian Assange plea deal criticised, celebrated by US political world","Former Republican vice president Mike Pence said the plea deal was a “miscarriage of justice”, while candidate and conspiracy theorist Robert F Kennedy jr said he was “overjoyed”.",https://www.theage.com.au/world/north-america/julian-assange-plea-deal-criticised-celebrated-by-us-political-world-20240626-p5jorf.html?ref=rss&utm_medium=rss&utm_source=rss_feed,The Age,https://static.ffx.io/images/$zoom_0.3838%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_47/t_crop_custom/q_86%2Cf_auto/e2452921305725ca8d0ff88b1a8c5ba3d0ea6b58,general,en,au,2024-06-25T20:00:36+00:00,politics
Farrah Tomazin,"Julian Assange plea deal criticised, celebrated by US political world","Former Republican vice president Mike Pence said the plea deal was a “miscarriage of justice”, while candidate and conspiracy theorist Robert F Kennedy jr said he was “overjoyed”.",https://www.brisbanetimes.com.au/world/north-america/julian-assange-plea-deal-criticised-celebrated-by-us-political-world-20240626-p5jorf.html?ref=rss&utm_medium=rss&utm_source=rss_world,brisbanetimes,https://static.ffx.io/images/$zoom_0.3838%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_47/t_crop_custom/q_86%2Cf_auto/e2452921305725ca8d0ff88b1a8c5ba3d0ea6b58,general,en,au,2024-06-25T20:00:36+00:00,politics
Farrah Tomazin,"Julian Assange plea deal criticised, celebrated by US political world","Former Republican vice president Mike Pence said the plea deal was a “miscarriage of justice”, while candidate and conspiracy theorist Robert F Kennedy jr said he was “overjoyed”.",https://www.smh.com.au/world/north-america/julian-assange-plea-deal-criticised-celebrated-by-us-political-world-20240626-p5jorf.html?ref=rss&utm_medium=rss&utm_source=rss_world,The Sydney Morning Herald,https://static.ffx.io/images/$zoom_0.3838%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_47/t_crop_custom/q_86%2Cf_auto/e2452921305725ca8d0ff88b1a8c5ba3d0ea6b58,general,en,au,2024-06-25T20:00:36+00:00,politics
Farrah Tomazin,"Julian Assange plea deal criticised, celebrated by US political world","Former Republican vice president Mike Pence said the plea deal was a “miscarriage of justice”, while candidate and conspiracy theorist Robert F Kennedy jr said he was “overjoyed”.",https://www.smh.com.au/world/north-america/julian-assange-plea-deal-criticised-celebrated-by-us-political-world-20240626-p5jorf.html?ref=rss&utm_medium=rss&utm_source=rss_feed,The Sydney Morning Herald,https://static.ffx.io/images/$zoom_0.3838%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_47/t_crop_custom/q_86%2Cf_auto/e2452921305725ca8d0ff88b1a8c5ba3d0ea6b58,general,en,au,2024-06-25T20:00:36+00:00,politics
Farrah Tomazin,"Julian Assange plea deal criticised, celebrated by US political world","Former Republican vice president Mike Pence said the plea deal was a “miscarriage of justice”, while candidate and conspiracy theorist Robert F Kennedy jr said he was “overjoyed”.",https://www.brisbanetimes.com.au/world/north-america/julian-assange-plea-deal-criticised-celebrated-by-us-political-world-20240626-p5jorf.html?ref=rss&utm_medium=rss&utm_source=rss_feed,Brisbane Times,https://static.ffx.io/images/$zoom_0.3838%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_47/t_crop_custom/q_86%2Cf_auto/e2452921305725ca8d0ff88b1a8c5ba3d0ea6b58,general,en,au,2024-06-25T20:00:36+00:00,politics
Farrah Tomazin,"Julian Assange plea deal criticised, celebrated by US political world","Former Republican vice president Mike Pence said the plea deal was a “miscarriage of justice”, while candidate and conspiracy theorist Robert F Kennedy jr said he was “overjoyed”.",https://www.watoday.com.au/world/north-america/julian-assange-plea-deal-criticised-celebrated-by-us-political-world-20240626-p5jorf.html?ref=rss&utm_medium=rss&utm_source=rss_feed,watoday,https://static.ffx.io/images/$zoom_0.3838%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_47/t_crop_custom/q_86%2Cf_auto/e2452921305725ca8d0ff88b1a8c5ba3d0ea6b58,general,en,au,2024-06-25T20:00:36+00:00,politics
Farrah Tomazin,"Julian Assange plea deal criticised, celebrated by US political world","Former Republican vice president Mike Pence said the plea deal was a “miscarriage of justice”, while candidate and conspiracy theorist Robert F Kennedy jr said he was “overjoyed”.",https://www.watoday.com.au/world/north-america/julian-assange-plea-deal-criticised-celebrated-by-us-political-world-20240626-p5jorf.html?ref=rss&utm_medium=rss&utm_source=rss_world,watoday,https://static.ffx.io/images/$zoom_0.3838%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_47/t_crop_custom/q_86%2Cf_auto/e2452921305725ca8d0ff88b1a8c5ba3d0ea6b58,general,en,au,2024-06-25T20:00:36+00:00,politics
Farrah Tomazin,"Julian Assange plea deal criticised, celebrated by US political world","Former Republican vice president Mike Pence said the plea deal was a “miscarriage of justice”, while candidate and conspiracy theorist Robert F Kennedy jr said he was “overjoyed”.",https://www.theage.com.au/world/north-america/julian-assange-plea-deal-criticised-celebrated-by-us-political-world-20240626-p5jorf.html?ref=rss&utm_medium=rss&utm_source=rss_world,theage,https://static.ffx.io/images/$zoom_0.3838%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_47/t_crop_custom/q_86%2Cf_auto/e2452921305725ca8d0ff88b1a8c5ba3d0ea6b58,general,en,au,2024-06-25T20:00:36+00:00,politics
"Julie Bort, Dominic-Madori Davis",Fearless Fund’s founder has resigned and it’s a sad reflection on the VC world for Black women,Fearless Fund’s cofounder and COO Ayana Parsons has announced that she was stepping down. The firm is being sued by a politically conservative group.© 2024 TechCrunch. All rights reserved. For personal use only.,https://techcrunch.com/2024/06/25/fearless-fund-founder-resigned-vc-venture-capital-startups-black-women/,TechCrunch,,technology,en,us,2024-06-25T19:14:42+00:00,politics
Jon Richardson,He’s ‘rooting’ for Putin’s war in Ukraine: How did Tucker Carlson get an Australian visa?,"The issue with Carlson is not so much his political outlook or unstinting support for Donald Trump. Rather, it is his attitude to the Russian invasion of Ukraine.",https://www.theage.com.au/politics/federal/he-s-rooting-for-putin-s-war-in-ukraine-how-did-tucker-carlson-get-an-australian-visa-20240624-p5joas.html?ref=rss&utm_medium=rss&utm_source=rss_feed,The Age,https://static.ffx.io/images/$zoom_0.1765%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_9/t_crop_custom/q_86%2Cf_auto/9b4af4c97aefc89374a40764c0ff495d7f5d8f61,general,en,au,2024-06-25T19:00:00+00:00,politics
Jon Richardson,He’s ‘rooting’ for Putin’s war in Ukraine: How did Tucker Carlson get an Australian visa?,"The issue with Carlson is not so much his political outlook or unstinting support for Donald Trump. Rather, it is his attitude to the Russian invasion of Ukraine.",https://www.brisbanetimes.com.au/politics/federal/he-s-rooting-for-putin-s-war-in-ukraine-how-did-tucker-carlson-get-an-australian-visa-20240624-p5joas.html?ref=rss&utm_medium=rss&utm_source=rss_politics_federal,brisbanetimes,https://static.ffx.io/images/$zoom_0.1765%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_9/t_crop_custom/q_86%2Cf_auto/9b4af4c97aefc89374a40764c0ff495d7f5d8f61,general,en,au,2024-06-25T19:00:00+00:00,politics
Jon Richardson,He’s ‘rooting’ for Putin’s war in Ukraine: How did Tucker Carlson get an Australian visa?,"The issue with Carlson is not so much his political outlook or unstinting support for Donald Trump. Rather, it is his attitude to the Russian invasion of Ukraine.",https://www.brisbanetimes.com.au/politics/federal/he-s-rooting-for-putin-s-war-in-ukraine-how-did-tucker-carlson-get-an-australian-visa-20240624-p5joas.html?ref=rss&utm_medium=rss&utm_source=rss_feed,Brisbane Times,https://static.ffx.io/images/$zoom_0.1765%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_9/t_crop_custom/q_86%2Cf_auto/9b4af4c97aefc89374a40764c0ff495d7f5d8f61,general,en,au,2024-06-25T19:00:00+00:00,politics
Jon Richardson,He’s ‘rooting’ for Putin’s war in Ukraine: How did Tucker Carlson get an Australian visa?,"The issue with Carlson is not so much his political outlook or unstinting support for Donald Trump. Rather, it is his attitude to the Russian invasion of Ukraine.",https://www.theage.com.au/politics/federal/he-s-rooting-for-putin-s-war-in-ukraine-how-did-tucker-carlson-get-an-australian-visa-20240624-p5joas.html?ref=rss&utm_medium=rss&utm_source=rss_politics_federal,theage,https://static.ffx.io/images/$zoom_0.1765%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_9/t_crop_custom/q_86%2Cf_auto/9b4af4c97aefc89374a40764c0ff495d7f5d8f61,general,en,au,2024-06-25T19:00:00+00:00,politics
DC Correspondent,Political storm in Congress subsides over BRS Jagtial MLA's joining,Political storm in Congress subsides over BRS Jagtial MLA's joining,https://www.deccanchronicle.com/southern-states/telangana/political-storm-in-congress-subsides-over-brs-jagtial-mlas-joining-900859,deccanchronicle,https://www.deccanchronicle.com/h-upload/2024/06/08/1095720-jeevanreddy.webp,general,en,us,2024-06-25T18:40:36+00:00,politics
Pamela Roy,Here’s why The View’s Joy Behar abruptly cut off her co-host mid-sentence,"Sometimes, Joy Behar can&#8217;t help herself on The View and has to speak her mind, even if it seems too harsh. Joy can go so far during The View that when she&#8217;s absent, fans often speculate it is because she&#8217;s been suspended. In this tense political year, the ladies all have deep feelings over who",https://www.monstersandcritics.com/tv/heres-why-the-views-joy-behar-abruptly-cut-off-her-co-host-mid-sentence/,monstersandcritics,,general,en,us,2024-06-25T18:35:43+00:00,politics
l. venkat ram reddy,Revanth's Delhi Trip Shows Political Acumen and Diplomacy,Revanth's Delhi Trip Shows Political Acumen and Diplomacy,https://www.deccanchronicle.com/southern-states/revanths-delhi-trip-shows-political-acumen-and-diplomacy-900852,deccanchronicle,https://www.deccanchronicle.com/h-upload/2024/06/25/1099531-img-20240624-wa0057.webp,general,en,us,2024-06-25T18:16:16+00:00,politics
,Cynicism of Biden Releasing Assange for Political Advantage on Full Display,WikiLeaks founder Julian Assange was freed from Belmarsh maximum security prison in London on June 24 after agreeing to a plea-bargain deal on one espionage charge in a US court to bring an end to his years in legal limbo.,https://sputnikglobe.com/20240625/cynicism-of-biden-releasing-assange-for-political-advantage-on-full-display-1119125919.html,en,,general,en,ru,2024-06-25T18:07:06+00:00,politics
,Now LABOUR is dragged into political gambling scandal as party suspends election candidate Kevin Craig 'for betting on himself to lose' - while Rishi Sunak FINALLY suspends two Tory candidates accused of wagers on election date,"Kevin Craig, who is standing in Central Suffolk and North Ipswich, is being investigated by the Gambling Commission.",https://www.dailymail.co.uk/news/article-13568397/LABOUR-dragged-political-gambling-scandal-party-suspends-Kevin-Craig.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,mailonsunday,https://i.dailymail.co.uk/1s/2024/06/25/17/86553423-0-image-m-44_1719333759981.jpg,general,en,uk,2024-06-25T17:52:59+00:00,politics
,Now LABOUR is dragged into political gambling scandal as party suspends election candidate Kevin Craig 'for betting on himself to lose' - while Rishi Sunak FINALLY suspends two Tory candidates accused of wagers on election date,"Kevin Craig, who is standing in Central Suffolk and North Ipswich, is being investigated by the Gambling Commission.",https://www.dailymail.co.uk/news/article-13568397/LABOUR-dragged-political-gambling-scandal-party-suspends-Kevin-Craig.html?ns_mchannel=rss&ito=1490&ns_campaign=1490,dailymail,https://i.dailymail.co.uk/1s/2024/06/25/17/86553423-0-image-m-44_1719333759981.jpg,general,en,us,2024-06-25T17:52:59+00:00,politics
Kazeem Biriowo,We’ve constructed 15 asphalt roads in Abuja — AMAC Chairman,"Tribune OnlineWe&#8217;ve constructed 15 asphalt roads in Abuja — AMAC ChairmanAbuja Municipal Area Council (AMAC) Chairman Zakka Maikalangu has reaffirmed his dedication to impactful governance when he said he has constructed fifteen asphalt roads in twelve political wards of the area council. The Chairman disclosed this at the ground-breaking ceremony for the construction and rehabilitation of Lugbe township roads, held in LEA primary school. Maikalangu [&#8230;]We&#8217;ve constructed 15 asphalt roads in Abuja — AMAC ChairmanTribune Online",https://tribuneonlineng.com/weve-constructed-15-asphalt-roads-in-abuja-amac-chairman/,tribune,,general,en,ng,2024-06-25T17:48:20+00:00,politics
"Josh Rogers, Amanda Pirani","Two years after federal abortion protections removed, the issue remains front and center",Both political parties in New Hampshire are trying to leverage the issue this election year. Each held events on the issue Monday.,https://www.nhpr.org/nh-news/2024-06-25/two-years-after-federal-abortion-protections-removed-the-issue-remains-front-and-center,nhpr,https://npr.brightspotcdn.com/dims4/default/de9fa93/2147483647/strip/false/crop/4032x3024+0+0/resize/267x200!/quality/90/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fd1%2F35%2F42a4fe5f4f2cb5918187b4a55ca4%2Fimg-3482.jpg,general,en,us,2024-06-25T17:46:18+00:00,politics
Aliyu Abdulkareem,VIDEO: Davido surprises newly-wedded wife Chioma with a brand new SUV on wedding day,"Tribune OnlineVIDEO: Davido surprises newly-wedded wife Chioma with a brand new SUV on wedding dayAward winning artiste, David Adeleke, popularly called Davido, has gifted his newly-wedded wife, Chioma, with a brand new Sport Utility Vehicle. The white SUV with the tag CHIVIDO was unveiled on Tuesday, after the couple received blessings from their parents at their wedding in Lagos. The ceremony was attended by family, political dignitaries and entertainment [&#8230;]VIDEO: Davido surprises newly-wedded wife Chioma with a brand new SUV on wedding dayTribune Online",https://tribuneonlineng.com/davido-surprises-newly-wedded-wife-chioma-with-a-brand-new-suv-on-wedding-day/,tribune,,general,en,ng,2024-06-25T17:37:43+00:00,politics
John Teichert,JOHN TEICHERT: America’s Relationship With Israel Has Become A Political Flashpoint. It Shouldn’t Be This Way,'Leverage to win an election',https://dailycaller.com/2024/06/25/opinion-americas-relationship-with-israel-has-become-a-political-flashpoint-it-shouldnt-be-this-way-john-teichert/,dailycaller,,general,en,us,2024-06-25T17:37:00+00:00,politics
Letters Editor,Are the big two coming clean about the state of our finances?,"In MetroTalk: All's silent on spending plans, is it driving people away from politics?",https://metro.co.uk/2024/06/25/big-two-coming-clean-state-finances-21101748/,Metro,,general,en,gb,2024-06-25T17:30:00+00:00,politics
Femi Akinyemi,UK running out of jail space,"Tribune OnlineUK running out of jail spacePrisons are expected to reach full capacity within days, warned the Prison Governors Association (PGA) in England and Wales on Tuesday. “As this happens, courts and the police will no longer be able to freely and lawfully detain offenders,” said PGA in an open letter to political leaders in the UK. “This will put the [&#8230;]UK running out of jail spaceTribune Online",https://tribuneonlineng.com/uk-running-out-of-jail-space/,tribune,,general,en,ng,2024-06-25T17:10:23+00:00,politics
AP News,"Former Philippine President Duterte plans to run for Senate next year, daughter says","The Philippine vice president says her father, former President Rodrigo Duterte, and two brothers plan to run for the Senate in mid-term elections next year. When her father’s presidential term ended in 2022, he said he'd retire from politics but he has walked back on his public pronouncements multiple times. Sara Duterte said on Tuesday she plans to return to her family’s southern home region of Davao city, where she once served as a mayor, to run for the same position again. She didn't say when she intends to do that. She says her brother Sebastian Duterte, Davao city's current mayor...",https://www.mymotherlode.com/news/asia/3381099/former-philippine-president-duterte-plans-to-run-for-senate-next-year-daughter-says.html,mymotherlode,,general,en,us,2024-06-25T17:09:36+00:00,politics
Around the Web,"Unsealed docs: Top gender medical org twisting science for politics, colluding with Biden official","By Katelynn Richardson Daily Caller News Foundation A Biden administration official pressured the World Professional Association for Transgender Health (WPATH) to quickly issue its Standards of Care Version 8 (SoC 8) guidelines and remove minimum age recommendations for transgender procedures, despite a glaring lack of scientific justification, according to unsealed court documents. Canadian sex researcher&#8230;",https://www.wnd.com/2024/06/unsealed-docs-top-gender-medical-org-twisting-science-politics-colluding-biden-official/?utm_source=rss&utm_medium=rss&utm_campaign=unsealed-docs-top-gender-medical-org-twisting-science-politics-colluding-biden-official,wnd,http://www.wnd.com/wp-content/uploads/2021/01/Rachel-Levine-courtesy-Pennsylvania-Governor-Tom-Wolf-Flickr.jpg,general,en,us,2024-06-25T17:06:58+00:00,politics
