author,title,description,url,source,image,category,language,country,published_at,topic
,Nexxen International : Director Dealings Pursuant to Previously Established Non Discretionary Plans to Trade Under Rule 10b 5 Form 6 K,"(marketscreener.com) Director Dealings Pursuant to Previously Established Non-Discretionary Plans to Trade Under Rule 10b-5 Nexxen International Ltd. , a global, unified advertising technology platform with deep expertise in video and Connected TV , announces that in accordance with the vesting schedule for...https://www.marketscreener.com/quote/stock/NEXXEN-INTERNATIONAL-LTD-61661917/news/Nexxen-International-Director-Dealings-Pursuant-to-Previously-Established-Non-Discretionary-Plans-47182925/?utm_medium=RSS&utm_content=20240625",https://www.marketscreener.com/quote/stock/NEXXEN-INTERNATIONAL-LTD-61661917/news/Nexxen-International-Director-Dealings-Pursuant-to-Previously-Established-Non-Discretionary-Plans-47182925/?utm_medium=RSS&utm_content=20240625,4-traders,,general,en,us,2024-06-25T20:41:17+00:00,technology
,Researchers develop high-performance anion exchange membranes for sustainability applications,"A team of researchers has achieved a breakthrough in the development of anion exchange membranes (AEMs). They designed a novel spiro-branched polymeric membrane that incorporates highly connected sub-nanometer microporous ion channels, showing exceptional performance in flow battery applications. The team included researchers from the University of Science and Technology of China (USTC) of the Chinese Academy of Sciences (CAS), led by Prof. Xu Tongwen and Ge Xiaolin.",https://phys.org/news/2024-06-high-anion-exchange-membranes-sustainability.html,Phys.org - News And Articles On Science And Technology,https://scx1.b-cdn.net/csz/news/tmb/2024/ustc-develops-high-per.jpg,science,en,us,2024-06-25T20:36:07+00:00,technology
,Graphjet Technology files to sell 12.03M shares for holders,Graphjet Technology files to sell 12.03M shares for holders,https://seekingalpha.com/news/4119187-graphjet-technology-files-to-sell-1203m-shares-for-holders?utm_source=feed_news_all&utm_medium=referral&feed_item_type=news,Seeking Alpha,,business,en,us,2024-06-25T20:33:39+00:00,technology
Jack Ewing,Volkswagen Will Invest Up to $5 Billion in Rivian,"VW and Rivian, a maker of electric trucks that has struggled to increase sales and break even, will work together on software and other technologies.",https://www.nytimes.com/2024/06/25/business/volkswagen-rivian-vw-investment.html,The New York Times,https://static01.nyt.com/images/2024/06/25/multimedia/25volkswagen-rivian-qlkh/25volkswagen-rivian-qlkh-mediumSquareAt3X.jpg,science,en,us,2024-06-25T20:32:36+00:00,technology
Sajid Salamat,Digital strategies for tobacco harm reduction awareness,"Tobacco Harm Reduction (THR) is an essential strategy for reducing the adverse effects of smoking by providing adult smokers with less harmful alternatives. In Pakistan, with 25.4 million active smokers, effective THR implementation requires widespread awareness and accurate dissemination of information, driven by media and technology. Balanced and factual journalism is fundamental in providing accurate [&#8230;]",https://dailytimes.com.pk/1203851/digital-strategies-for-tobacco-harm-reduction-awareness/,Daily Times,,general,en,pk,2024-06-25T20:32:09+00:00,technology
,Payments Dive: Thomas Priore on the expected shift in BNPL,"(marketscreener.com) Priority CEO Thomas Priore was recently interviewed by Payments Dive on the future of BNPL and Gen Z's adoption of the technology as they transition into the workforce. Buy Now, Pay Later services, which surged in popularity during the pandemic, are increasingly being used by consumers to cover everyday expenses amid...https://www.marketscreener.com/quote/stock/PRIORITY-TECHNOLOGY-HOLDI-31877748/news/Payments-Dive-Thomas-Priore-on-the-expected-shift-in-BNPL-47176735/?utm_medium=RSS&utm_content=20240625",https://www.marketscreener.com/quote/stock/PRIORITY-TECHNOLOGY-HOLDI-31877748/news/Payments-Dive-Thomas-Priore-on-the-expected-shift-in-BNPL-47176735/?utm_medium=RSS&utm_content=20240625,4-traders,,general,en,us,2024-06-25T20:31:20+00:00,technology
,General Motors : Taps Tech and Manufacturing Legal Leader Grant Dixton as Executive Vice President and Chief Legal and Public Policy Officer,(marketscreener.com) Craig Glidden to focus on Cruise as company expands operations DETROIT - General Motors is excited to announce that Grant Dixton will join GM as executive vice president and chief legal and public policy officer on July 15. Dixton brings decades of experience in the technology and manufacturing industries...https://www.marketscreener.com/quote/stock/GENERAL-MOTORS-COMPANY-6873535/news/General-Motors-Taps-Tech-and-Manufacturing-Legal-Leader-Grant-Dixton-as-Executive-Vice-President-a-47176737/?utm_medium=RSS&utm_content=20240625,https://www.marketscreener.com/quote/stock/GENERAL-MOTORS-COMPANY-6873535/news/General-Motors-Taps-Tech-and-Manufacturing-Legal-Leader-Grant-Dixton-as-Executive-Vice-President-a-47176737/?utm_medium=RSS&utm_content=20240625,4-traders,,general,en,us,2024-06-25T20:31:20+00:00,technology
,Air Products & Chemicals : Membrane Solutions Breaks Ground on $70 Million Expansion of its Missouri Manufacturing and Logistics Center,"(marketscreener.com) 06/25/2024 | Lehigh Valley, PA Air Products Membrane Solutions Breaks Ground on $70 Million Expansion of its Missouri Manufacturing and Logistics Center Expansion Driven by Growing Interest in Energy Transition Technologies in the Biogas, Aerospace and Marine Industries ...https://www.marketscreener.com/quote/stock/AIR-PRODUCTS-CHEMICALS-IN-11666/news/Air-Products-Chemicals-Membrane-Solutions-Breaks-Ground-on-70-Million-Expansion-of-its-Missouri-47176728/?utm_medium=RSS&utm_content=20240625",https://www.marketscreener.com/quote/stock/AIR-PRODUCTS-CHEMICALS-IN-11666/news/Air-Products-Chemicals-Membrane-Solutions-Breaks-Ground-on-70-Million-Expansion-of-its-Missouri-47176728/?utm_medium=RSS&utm_content=20240625,4-traders,,general,en,us,2024-06-25T20:31:17+00:00,technology
,HNI Corporation Elects New Director,"(marketscreener.com) HNI Corporation announced the election of David Roberts to the Corporation&rsquo;s Board of Directors.Mr. Roberts is the President and Chief Executive Officer, since 2018, of Verra Mobility Corporation , a global leader in smart mobility technologies. He joined Verra Mobility in 2014 as its Chief Operating Officer. Mr. Roberts brings to the...https://www.marketscreener.com/quote/stock/HNI-CORPORATION-12955/news/HNI-Corporation-Elects-New-Director-47176675/?utm_medium=RSS&utm_content=20240625",https://www.marketscreener.com/quote/stock/HNI-CORPORATION-12955/news/HNI-Corporation-Elects-New-Director-47176675/?utm_medium=RSS&utm_content=20240625,4-traders,,general,en,us,2024-06-25T20:31:06+00:00,technology
,Docusign appoints new Chief Revenue and Chief Technology Officers,Docusign appoints new Chief Revenue and Chief Technology Officers,https://seekingalpha.com/news/4119183-docusign-appoints-new-chief-revenue-and-chief-technology-officers?utm_source=feed_news_all&utm_medium=referral&feed_item_type=news,Seeking Alpha,,business,en,us,2024-06-25T20:26:52+00:00,technology
,Rivian and Volkswagen Group Announce Plans for Joint Venture to Create Industry-Leading Vehicle Software Technology and for Strategic Investment by Volkswagen,"(marketscreener.com) Rivian and Volkswagen Group intend to enter a joint venture to create next generation software-defined vehicle platforms to be used in both companies&rsquo; future electric vehiclesVolkswagen Group to invest an initial $1 billion in Rivian, with up to $4 billion in planned additional investment for a total expected deal size of $5...https://www.marketscreener.com/quote/stock/RIVIAN-AUTOMOTIVE-INC-129226108/news/Rivian-and-Volkswagen-Group-Announce-Plans-for-Joint-Venture-to-Create-Industry-Leading-Vehicle-Soft-47175570/?utm_medium=RSS&utm_content=20240625",https://www.marketscreener.com/quote/stock/RIVIAN-AUTOMOTIVE-INC-129226108/news/Rivian-and-Volkswagen-Group-Announce-Plans-for-Joint-Venture-to-Create-Industry-Leading-Vehicle-Soft-47175570/?utm_medium=RSS&utm_content=20240625,4-traders,,general,en,us,2024-06-25T20:20:07+00:00,technology
,Investment firm Kimmeridge buys 90% stake in Commonwealth LNG,"(marketscreener.com) Private equity firmKimmeridge, through its subsidiary Kimmeridge Texas Gas, hasacquired a 90% stake in proposed U.S. liquefied natural gasexport project Commonwealth LNG, it said on Tuesday. The investment will allow the project to move ahead, thecompanies said. The sum paid for the controlling interest wasnot disclosed. ...https://www.marketscreener.com/quote/stock/DELL-TECHNOLOGIES-INC-50061235/news/Investment-firm-Kimmeridge-buys-90-stake-in-Commonwealth-LNG-47173364/?utm_medium=RSS&utm_content=20240625",https://www.marketscreener.com/quote/stock/DELL-TECHNOLOGIES-INC-50061235/news/Investment-firm-Kimmeridge-buys-90-stake-in-Commonwealth-LNG-47173364/?utm_medium=RSS&utm_content=20240625,4-traders,,general,en,us,2024-06-25T20:19:21+00:00,technology
,CACI Awarded $2 Billion Task Order to Provide Modern Digital Solutions to NASA,(marketscreener.com) CACI International Inc announced today that it won an eight-year contract valued at up to $2 billion to provide digital solutions technology to standardize and centralize 11 of NASA&rsquo;s IT services under the NASA Consolidated Applications and Platform Services award. NCAPS expands CACI&rsquo;s current relationship with NASA and will bring...https://www.marketscreener.com/quote/stock/CACI-INTERNATIONAL-INC-5273082/news/CACI-Awarded-2-Billion-Task-Order-to-Provide-Modern-Digital-Solutions-to-NASA-47175548/?utm_medium=RSS&utm_content=20240625,https://www.marketscreener.com/quote/stock/CACI-INTERNATIONAL-INC-5273082/news/CACI-Awarded-2-Billion-Task-Order-to-Provide-Modern-Digital-Solutions-to-NASA-47175548/?utm_medium=RSS&utm_content=20240625,4-traders,,general,en,us,2024-06-25T20:17:06+00:00,technology
,Docusign Announces New Revenue and Engineering Leadership to Help Execute Vision for Intelligent Agreement Management,"(marketscreener.com) Paula Hansen will join as President and Chief Revenue Officer and Sagnik Nandy will join as Chief Technology OfficerSAN FRANCISCO, June 25, 2024 /PRNewswire/ -- Docusign today announced that Paula Hansen will join the company as President and Chief Revenue Officer and Sagnik Nandy will join as Chief Technology Officer on August 5, 2024 &mdash;...https://www.marketscreener.com/quote/stock/DOCUSIGN-INC-43180302/news/Docusign-Announces-New-Revenue-and-Engineering-Leadership-to-Help-Execute-Vision-for-Intelligent-Agr-47175536/?utm_medium=RSS&utm_content=20240625",https://www.marketscreener.com/quote/stock/DOCUSIGN-INC-43180302/news/Docusign-Announces-New-Revenue-and-Engineering-Leadership-to-Help-Execute-Vision-for-Intelligent-Agr-47175536/?utm_medium=RSS&utm_content=20240625,4-traders,,general,en,us,2024-06-25T20:16:12+00:00,technology
,"Xylem to Release Second Quarter 2024 Financial Results on July 30, 2024","(marketscreener.com) Xylem Inc. , a leading global water technology company that empowers customers and communities to build a more water-secure world, will release its second quarter 2024 results at 6:55 a.m. on Tuesday, July 30, 2024. At 9:00 a.m. , Xylem&rsquo;s senior management team will host a conference call with investors.The call can be accessed by...https://www.marketscreener.com/quote/stock/XYLEM-INC-9391714/news/Xylem-to-Release-Second-Quarter-2024-Financial-Results-on-July-30-2024-47175530/?utm_medium=RSS&utm_content=20240625",https://www.marketscreener.com/quote/stock/XYLEM-INC-9391714/news/Xylem-to-Release-Second-Quarter-2024-Financial-Results-on-July-30-2024-47175530/?utm_medium=RSS&utm_content=20240625,4-traders,,general,en,us,2024-06-25T20:16:08+00:00,technology
Investing.com,Lesaka Technologies director sells over $379k in company stock,Lesaka Technologies director sells over $379k in company stock,https://www.investing.com/news/company-news/lesaka-technologies-director-sells-over-379k-in-company-stock-93CH-3496425,Investing.com | Stock Market Quotes &amp; Financial News,https://i-invdn-com.investing.com/news/international_newspapers_108x81.jpg,business,en,us,2024-06-25T20:10:48+00:00,technology
,USDA Approves Merck Animal Health's NOBIVAC® NXT Canine Flu H3N2 &ndash; The First and Only RNA-Particle Technology Vaccine for Canine Influenza,(marketscreener.com) Innovative technology represents a breakthrough scientific achievement for highly contagious respiratory diseasehttps://www.marketscreener.com/quote/stock/MERCK-CO-INC-13611/news/USDA-Approves-Merck-Animal-Health-s-NOBIVAC-NXT-Canine-Flu-H3N2-The-First-and-Only-RNA-Particl-47175466/?utm_medium=RSS&utm_content=20240625,https://www.marketscreener.com/quote/stock/MERCK-CO-INC-13611/news/USDA-Approves-Merck-Animal-Health-s-NOBIVAC-NXT-Canine-Flu-H3N2-The-First-and-Only-RNA-Particl-47175466/?utm_medium=RSS&utm_content=20240625,4-traders,,general,en,us,2024-06-25T20:06:06+00:00,technology
Sajid Salamat,China-Pakistan marine collaboration sets sail with new training course,"The first-ever China-Pakistan Marine Information Workshop and Training Course officially commenced at Harbin Engineering University (HEU), Heilongjiang, China, on May 27, running through to June 13. This inaugural event was organized by the International Cooperation Department of the Ministry of Science and Technology, with HEU as the host institution. The training course attracted 32 researchers [&#8230;]",https://dailytimes.com.pk/1203760/china-pakistan-marine-collaboration-sets-sail-with-new-training-course/,Daily Times,,general,en,pk,2024-06-25T20:04:04+00:00,technology
