author,title,description,url,source,image,category,language,country,published_at,topic
Todd,Lawsuit seeks to keep Robert Kennedy Jr. off ballot in New York,"POUGHKEEPSIE &#8211; A lawsuit filed in Dutchess County Supreme Court on Monday, June 10, seeks to keep Presidential candidate Robert F. Kennedy Jr. and his Vice-president candidate Nicole Shanahan, off of the ballot in New York for November&#8217;s election. Kennedy formed the &#8220;We the People&#8221; political party to run as an independent candidate in November&#8217;s [&#8230;]",https://midhudsonnews.com/2024/06/10/lawsuit-seeks-to-keep-robert-kennedy-jr-off-ballot-in-new-york/,midhudsonnews,,general,en,us,2024-06-10T20:53:32+00:00,politics
Gerry Moddejonge,Politicians wade in with intoxicating wager over Stanley Cup Final,"What&#8217;s a championship in North American pro sports without a little side bet between the political leaders of the places involved? With the Stanley Cup Final underway between the Edmonton Oilers and Florida Panthers, Alberta Premier Danielle Smith and Florida Gov. Ron DeSantis made a wager on their own respective team bringing home the hardware [&#8230;]",https://edmontonjournal.com/sports/hockey/nhl/edmonton-oilers/politicians-wade-in-with-intoxicating-wager-over-stanley-cup-final,edmontonjournal,,general,en,us,2024-06-10T20:43:02+00:00,politics
Rachael Omidiji,VIDEO: Tinubu’s government is doing everything wrong — Ex Gov Lamido,"Tribune OnlineVIDEO: Tinubu&#8217;s government is doing everything wrong — Ex Gov LamidoA former governor of Jigawa State, Sule Lamido, has said that President Bola Tinubu&#8217;s government is doing everything wrong. He made these remarks during Channelstv&#8217;s Politics Today program on Monday, June 10, 2024. Lamido further stated that he was familiar with Tinubu, as he claimed that Tinubu never built Lagos, contrary to what Nigerians believe. [&#8230;]VIDEO: Tinubu&#8217;s government is doing everything wrong — Ex Gov LamidoTribune Online",https://tribuneonlineng.com/video-tinubus-government-is-doing-everything-wrong-ex-gov-lamido/,tribune,,general,en,ng,2024-06-10T20:40:03+00:00,politics
,"Political turmoil in France won't affect Paris Games, IOC head says","Political upheaval in France won't affect preparations for the Olympic Summer Games, IOC President Thomas Bach said on Monday after President Emmanuel Macron shocked France with his call…",https://japantoday.com/category/paris-2024-olympics/olympics-political-turmoil-in-france-won%27t-affect-paris-games-ioc-head-says,japantoday,,general,en,us,2024-06-10T20:39:41+00:00,politics
Patti Davis,One Thing Everyone Is Missing About Hunter Biden’s Case,It has nothing to do with law or politics.,https://www.nytimes.com/2024/06/10/opinion/the-one-thing-everyone-is-missing-about-hunter-bidens-case.html,The New York Times,https://static01.nyt.com/images/2024/06/10/multimedia/10davis-fbwj/10davis-fbwj-mediumSquareAt3X-v2.jpg,general,en,us,2024-06-10T20:38:47+00:00,politics
Julianne McShane,An Investigation: Is Trump Like Jesus?,Rep. Marjorie Taylor Greene (R-Ga.) is known for many things: talking about a &#8220;Jewish space laser&#8220;; white supremacy; political violence; having a lawyer who was rude to Mother Jones in court; and possessing a seemingly bottomless fealty to former President Donald Trump. She has continued the last of these with a particular tick in the [&#8230;],https://www.motherjones.com/politics/2024/06/an-investigation-is-trump-like-jesus/,motherjones,,general,en,us,2024-06-10T20:20:36+00:00,politics
Craig Rucker,CRAIG RUCKER: Republican Lawmakers Should Think Twice Before Buying Into Biden’s Green Energy Fantasy,'Must resist the trend to be politically-correct',https://dailycaller.com/2024/06/10/opinion-republican-lawmakers-should-think-twice-before-buying-into-bidens-green-energy-fantasy-craig-rucker/,dailycaller,,general,en,us,2024-06-10T20:15:51+00:00,politics
mirrornews@mirror.co.uk (Liam Doyle),Flight attendant shares reason they greet you on planes – and it's not to be polite,A flight attendant's viral video sparked a spirited conversation about the meaning behind those classic airline greetings - and why they aren't all they appear to be,https://www.mirror.co.uk/travel/flight-attendant-shares-reason-greet-33001241,Mirror,https://i2-prod.mirror.co.uk/incoming/article33001419.ece/ALTERNATES/s98/0_Untitled-design-23.jpg,general,en,gb,2024-06-10T20:09:45+00:00,politics
Hank Campbell,Anti-DEI: Psychology's Political Bias Manifests In Self-Censorship and Exclusion,"The social sciences, ""science"" only in that way that something like military science is, a proper name, are instead in the humanities camp, and overwhelmingly biased against non-progressives, so it is no surprise that censorship, self-censorship, deplatforming, and suppression of anyone who deviates from the majority is common.Psychology is driven by surveys, most often undergraduates at their school, commonly undergraduates in psychology classes, and if there is budget including people who get paid to take surveys. To the real world the results are 'a social science of undergraduates' and...",https://www.science20.com/content/antidei_psychologys_political_bias_manifests_in_selfcensorship_and_exclusion,science20,,general,en,us,2024-06-10T20:02:30+00:00,politics
,Hunter Biden trial live: Jury begins deliberations in gun trial,"Welcome to DailyMail.com's DAILY U.S. POLITICS BLOG, with live coverage of the biggest stories from the corridors of power.",https://www.dailymail.co.uk/news/article-13513351/hunter-biden-trial-live-testify.html?ns_mchannel=rss&ito=1490&ns_campaign=1490,dailymail,https://i.dailymail.co.uk/1s/2024/06/10/13/85926493-0-image-m-11_1718022137800.jpg,general,en,us,2024-06-10T19:58:23+00:00,politics
Akeel Lovell,Macron snap election leaves rivals stunned after EU vote,"France&#8217;s political leaders are scrambling to prepare for snap elections after President Emmanuel Macron dissolved parliament in response to a stinging European vote defeat by the far-right National Rally. Finance Minister Bruno Le Maire has warned the two-round vote, starting on 30 June could have &#8220;the most serious consequences&#8221; in modern French history. German Chancellor [&#8230;]The post Macron snap election leaves rivals stunned after EU vote appeared first on nationnews.com.",https://nationnews.com/2024/06/10/macron-snap-election-leaves-rivals-stunned-after-eu-vote/,Nation News,,general,en,bb,2024-06-10T19:57:47+00:00,politics
David Badash,'Unethical' and 'corrupt': Secret Alito audio revealing 'Christian nationalist' stuns experts,"Secret audio recording of U.S. Supreme Court Justice Samuel Alito casually and unreservedly telling a woman posing as a right-wing Catholic conservative that there are “fundamental” differences between the left and the right that “can’t be compromised,” and agreeing the nation needs to return to “godliness,” has sparked strong criticism by legal and political experts.Justice Alito agreed with the woman, documentary filmmaker Lauren Windsor, who told him, “I don’t know that we can negotiate with the left in the way that needs to happen for the polarization to end.” “I think...",https://www.alternet.org/send/alito-christian-nationalist/,alternet,https://www.alternet.org/media-library/image.png?id=29928634&width=980,general,en,us,2024-06-10T19:57:15+00:00,politics
Mark Powell,2024 South Carolina Primary Preview,“Politics is a blood sport in South Carolina.”,https://www.fitsnews.com/2024/06/10/2024-south-carolina-primary-preview/,fitsnews,,general,en,us,2024-06-10T19:54:58+00:00,politics
Fran Spielman,Johnson opposes 8 p.m. downtown curfew,"Mayor Brandon Johnson on Monday put the political kibosh on a political ally’s plan to impose an 8 p.m. curfew for unaccompanied minors in downtown Chicago.Ald. Brian Hopkins (2nd) Johnson’s handpicked chair of the City Council’s Public Safety Committee, floated the idea in response to the violent attack by a group of teens on a couple in Streeterville on May 31. One of the victims said she was pepper-sprayed and punched in the abdomen, causing a miscarriage.Several attackers managed to escape on foot. A 14-year-old boy accused of striking the husband in the head and a 17-year-old girl...",https://chicago.suntimes.com/city-hall/2024/06/10/downtown-curfew-streeterville-attack-hopkins-mayor-johnson-michigan-avenue-crime-teens-jobs,suntimes,,general,en,us,2024-06-10T19:50:46+00:00,politics
David Badash,‘Unethical’ and ‘Corrupt’: Secret Alito Audio Revealing ‘Far-Right Activist’ Stuns Experts,"Secret audio recording of U.S. Supreme Court Justice Samuel Alito casually and unreservedly telling a woman posing as a right-wing Catholic conservative that there are “fundamental” differences between the left and the right that “can’t be compromised,” and agreeing the nation needs to return to “godliness,” has sparked strong criticism by legal and political experts. [&#8230;]The post &#8216;Unethical&#8217; and &#8216;Corrupt&#8217;: Secret Alito Audio Revealing &#8216;Far-Right Activist&#8217; Stuns Experts appeared first on The New Civil Rights Movement.",https://www.thenewcivilrightsmovement.com/2024/06/unethical-and-corrupt-secret-alito-audio-revealing-far-right-activist-stuns-experts/,thenewcivilrightsmovement,,general,en,us,2024-06-10T19:38:06+00:00,politics
Ellen Ioanes,Why Europe is lurching to the right,"BERLIN, GERMANY - JUNE 09: Members of the far-right Alternative for Germany (AfD) political party, including co-leaders Tino Chrupalla (C-R) and Alice Weidel (C-L), as well as leading member Beatrix von Storch (L, in red), celebrate at the AfD election evening gathering following the release of initial election results in European parliamentary elections on June 9, 2024 in Berlin, Germany. Elections to the European Parliament have been taking place since June 6 across European Union member states and are concluding tonight. (Photo by Sean Gallup/Getty Images)This year’s European Parliament...",https://www.vox.com/politics/354601/european-parliament-elections-macron-afd-national-rally-far-right-fidesz-france,VOX,,general,en,gi,2024-06-10T19:20:00+00:00,politics
admin,Intruder at Large – The United States in the Middle East,"By Dr. M. Reza Behnam The radical and profound change in the region’s social, political and economic order can only come about if the United States departs, Zionism ends and Palestinians return to a free [...]The post Intruder at Large &#8211; The United States in the Middle East appeared first on Palestine Chronicle.",https://www.palestinechronicle.com/intruder-at-large-the-united-states-in-the-middle-east/,palestinechronicle,,general,en,us,2024-06-10T19:15:57+00:00,politics
AP News,"The far right made big gains in European elections. What’s next, and why does it matter?","The European Union has its roots in the defeat of Nazi Germany and fascist Italy. For decades, the EU confined the nationalist far right to the political fringes. With a strong showing in elections Sunday, far-right forces could now influence or block joint EU-wide policies on migration, security or climate change. Senior EU party officials are working out groups and alliances for the parliament for the next five years. EU presidents and prime ministers will hold a summit June 17 to discuss whether to return Ursula von der Leyen to the helm of the EU’s powerful executive branch. The new...",https://www.mymotherlode.com/news/world/3372840/the-far-right-made-big-gains-in-european-elections-whats-next-and-why-does-it-matter.html,mymotherlode,,general,en,us,2024-06-10T19:12:40+00:00,politics
The Associated Press,"The far right made big gains in European elections. What’s next, and why does it matter?","BRUSSELS (AP) &#8212; For decades, the European Union &#8212; which has its roots in the defeat of Nazi Germany and fascist Italy &#8212; confined the nationalist far right to the political fringes. With a strong showing in elections Sunday, far-right forces could now influence or block joint EU-wide policies on migration, security and climate change. [&#8230;]",https://nationalpost.com/pmn/news-pmn/the-far-right-made-big-gains-in-european-elections-whats-next-and-why-does-it-matter,nationalpost,,general,en,us,2024-06-10T19:08:12+00:00,politics
Sarah Maslin Nir and Christopher F. Schuetze,Germany’s AfD Rises to 2nd Place in E.U. Election,The AfD’s gains were a sharp rebuke to Chancellor Olaf Scholz’s governing coalition and a sign of the rightward political shift across the continent.,https://www.nytimes.com/2024/06/10/world/europe/germany-afd-eu-election.html,nytimes,https://static01.nyt.com/images/2024/06/10/multimedia/10germany-afd-qvmb/10germany-afd-qvmb-mediumSquareAt3X.jpg,general,en,us,2024-06-10T19:00:49+00:00,politics
Sarah Maslin Nir and Christopher F. Schuetze,Germany’s AfD Rises to 2nd Place in E.U. Election,The AfD’s gains were a sharp rebuke to Chancellor Olaf Scholz’s governing coalition and a sign of the rightward political shift across the continent.,https://www.nytimes.com/2024/06/10/world/europe/germany-adf-eu-election.html,The New York Times,https://static01.nyt.com/images/2024/06/10/multimedia/10germany-afd-qvmb/10germany-afd-qvmb-mediumSquareAt3X.jpg,general,en,us,2024-06-10T18:49:40+00:00,politics
,Toqaev's Kazakhstan Still Fighting Fires 5 Years After Replacing Nazarbaev,"Kazakh President Qasym-Zhomart Toqaev's term in office has been shaped by events beyond his control and defined -- at least partly -- by deadly political violence in 2022. At the same time, analysts see little evidence that he is committed to systemic change. ",https://www.rferl.org/a/kazkahstan-toqaev-five-years-nazarbaev-replacement/32986941.html,rferl,https://gdb.rferl.org/4596889F-7EB7-4AD0-AA74-9AADCA1B8112_w800_h450.jpg,general,en,us,2024-06-10T18:35:59+00:00,politics
AP News,"Over 4,000 residents flee a town in southern Mexico after armed gangs start shooting, burn homes","Over 4,000 residents have fled a town in the southern Mexico state of Chiapas after armed gangs shot up the town and burned many homes last week. Residents recounted spending days trapped in their homes before army troops and state police showed up over the weekend to allow them to flee. President Andrés Manuel López Obrador acknowledged Monday that authorities have had to set up camps for displaced people in neighboring towns. López Obrador depicted the assault “as a conflict between the very same the people” of the town of Tila. But observers said criminal and political interests were...",https://www.mymotherlode.com/news/latin/3372764/over-4000-residents-flee-a-town-in-southern-mexico-after-armed-gangs-start-shooting-burn-homes.html,mymotherlode,,general,en,us,2024-06-10T18:12:00+00:00,politics
Hikmat Mohammed,"Hoor Al Qasimi’s Runway Debut Was Personal, Emotional and Somewhat Political",The creative director collaborated with visual artist Kambui Olujimi on a collection that depicted the falling of monuments.,https://wwd.com/runway/spring-2025/london/qasimi/review/,wwd,,general,en,us,2024-06-10T18:08:38+00:00,politics
Linda Feldmann,"In Hunter Biden trial, family drama meets presidential politics","For President Biden, whose life has been marked by tragedy, son Hunter’s gun trial adds family drama – and a supercharged legal dimension – to an already unusual presidential election context.",https://www.csmonitor.com/USA/Justice/2024/0610/hunter-biden-trial-presidential-election-biden-family?icid=rss,The Christian Science Monitor,,general,en,us,2024-06-10T18:06:18+00:00,politics
"Troy Renck, Sean Keeler",Renck vs. Keeler: What was Team USA thinking leaving Caitlin Clark off Olympic roster?,"Leaving Caitlin Clark off the Olympic team is a missed opportunity for USA Basketball, which has a history of marketing and political influences shaping final rosters.",https://www.denverpost.com/2024/06/10/caitlin-clark-team-usa-olympic-snub-debate/,The Denver Post,https://www.denverpost.com/wp-content/uploads/2024/04/WNBA_Fever_Clark_Basketball_67109_4bae79.jpg?w=1400px&strip=all,general,en,us,2024-06-10T17:58:22+00:00,politics
,Currencies: Euro continues Friday's slide below $1.09,"(marketscreener.com) -The euro fell by -0.4%, i.e. less violently than on Friday : any attempt at a rebound in the euro had been doomed to failure since 8 p.m. Sunday.The political situation in Europe in general and the dissolution in France in particular completely overshadowed the main topic of the week, which was supposed to be the Federal Reserve meeting,...https://www.marketscreener.com/news/latest/Currencies-Euro-continues-Friday-s-slide-below-1-09--46941674/?utm_medium=RSS&utm_content=20240610",https://www.marketscreener.com/news/latest/Currencies-Euro-continues-Friday-s-slide-below-1-09--46941674/?utm_medium=RSS&utm_content=20240610,4-traders,,general,en,us,2024-06-10T17:58:17+00:00,politics
John Stoehr,The economy hasn’t been this good in 50 years. How do we explain that to people who believe it’s terrible?,"One of the happy outcomes of publishing a daily newsletter about politics in plain English for normal people and the common good is it tends to attract like-minded people who are equal parts liberal, informed and shrewd. When I ask open-ended questions on Twitter, I typically get serious, practical and often illuminating responses.My most recent question (or “public thread”) was prompted by the latest jobs report. The US economy added 272,000 jobs in May, “reflecting a booming labor market that continues to fuel the economy with workers benefiting from wages that are outpacing inflation...",https://www.alternet.org/biden-economy-century/,alternet,https://www.alternet.org/media-library/image.jpg?id=28672939&width=980,general,en,us,2024-06-10T17:57:45+00:00,politics
Agencies,Surprised far-right sets sights on majority as countdown to French snap vote begins,"Voting will take place in two rounds on June 30 and July 7 for 577 lawmakers, next government will take over in July PARIS: Political parties and business leaders alike tried to figure out what a possible far-right win could mean for France following President Emmanuel Macron&#8217;s decision to call a snap election after a [&#8230;]",https://www.pakistantoday.com.pk/2024/06/10/surprised-far-right-sets-sights-on-majority-as-countdown-to-french-snap-vote-begins/,Pakistan Today,,general,en,pk,2024-06-10T17:51:46+00:00,politics
,Toqaev's Kazakhstan Still Fighting Fires Five Years After Replacing Nazarbaev,"Kazakh President Qasym-Zhomart Toqaev term in office has been shaped by events beyond his control and defined -- at least partly -- by deadly political violence in 2022. At the same time, analysts see little evidence that he is committed to systemic change. ",https://www.rferl.org/a/32986941.html,rferl,https://gdb.rferl.org/4596889F-7EB7-4AD0-AA74-9AADCA1B8112_w800_h450.jpg,general,en,us,2024-06-10T17:30:45+00:00,politics
The Canadian Press,"They're not all on the same political team, but Oilers fever has brought MPs together","They're not all on the same political team, but members of Parliament have caught the same fever.",https://edmonton.ctvnews.ca/they-re-not-all-on-the-same-political-team-but-oilers-fever-has-brought-mps-together-1.6920540,edmonton,https://www.ctvnews.ca/polopoly_fs/1.6919959.1717978320!/httpImage/image.jpg_gen/derivatives/landscape_300/image.jpg,general,en,ca,2024-06-10T17:27:04+00:00,politics
,YSRCP leader Nani announces his departure from politics,"Although I am stepping away from the political arena, my commitment to Vijayawada remains strong, he says",https://www.thehindu.com/news/national/andhra-pradesh/ysrcp-leader-nani-announces-his-departure-from-politics/article68274693.ece,The Hindu,https://th-i.thgim.com/public/incoming/pwu7x/article68274939.ece/alternates/LANDSCAPE_1200/vjkvg-nani%204.JPG,general,en,in,2024-06-10T17:16:46+00:00,politics
AP News,A British judge who resigned from Hong Kong’s top court says the rule of law is in ‘grave danger’,"A British judge who resigned from Hong Kong’s top court last week says he stepped down because the rule of law in the city is in ""grave danger."" He says judges operate in an “impossible political environment created by China.” Jonathan Sumption had served as a non-permanent overseas judge of Hong Kong’s Court of Final Appeal. In an article published in the Financial Times, he described judges being intimidated by a “darkening political mood” in the Asian financial hub. Fifteen non-permanent overseas judges served on the former British colony's top court in 2019, but only eight...",https://www.mymotherlode.com/news/world/3372738/a-british-judge-who-resigned-from-hong-kongs-top-court-says-the-rule-of-law-is-in-grave-danger.html,mymotherlode,,general,en,us,2024-06-10T17:11:01+00:00,politics
AP News,"A majority of Black Americans believe US institutions are conspiring against them, a Pew poll finds","Most Black Americans say that they’ve experienced racial discrimination regularly or from time to time and that such experiences inform how they view major U.S. institutions like policing, the political system and the media. That's according to a study from the Pew Research Center released Monday. The study seeks to highlight Black Americans' unique relationship with discrimination and the country's documented racist history against Black people as possible explanations for why Black Americans hold conspiratorial views about major U.S. institutions. Pew’s study draws from a poll of Black...",https://www.mymotherlode.com/news/national/3372731/a-majority-of-black-americans-believe-us-institutions-are-conspiring-against-them-a-pew-poll-finds.html,mymotherlode,,general,en,us,2024-06-10T17:08:37+00:00,politics
&#039;Yomi Ayeleso,"We must bury our differences to reposition Ekiti PDP, Fayose tells leaders","Tribune OnlineWe must bury our differences to reposition Ekiti PDP, Fayose tells leadersA former governor of Ekiti state, Ayo Fayose has called on the leaders and members of the People’s Democratic Party (PDP) in the state to bury all differences and sheath their sword towards the repositioning of the party. Fayose who spoke during a meeting with members of his Osoko Political Assembly (OPA) in Ado-Ekiti, the [&#8230;]We must bury our differences to reposition Ekiti PDP, Fayose tells leadersTribune Online",https://tribuneonlineng.com/we-must-bury-our-differences-to-reposition-ekiti-pdp-fayose-tells-leaders/,tribune,,general,en,ng,2024-06-10T16:58:57+00:00,politics
Vanessa Friedman,The Mystery of the Disappearing Breast Pocket,Our fashion critic looks at a little swatch of fabric’s journey from practical adaptation to political signifier.,https://www.nytimes.com/2024/06/10/style/breast-pockets-shirts.html,The New York Times,https://static01.nyt.com/images/2024/06/07/multimedia/07askvanessa-pocket-ltmh/07askvanessa-pocket-ltmh-mediumSquareAt3X-v2.jpg,entertainment,en,us,2024-06-10T16:58:05+00:00,politics
Alice Atkins,French Markets Slide As Nation Plunged Into Political Turmoil,French Markets Slide As Nation Plunged Into Political Turmoil,https://www.ndtvprofit.com/markets/french-markets-slide-as-snap-election-risks-political-turmoil,Bloomberg | Latest And Live Business,,business,en,us,2024-06-10T16:57:05+00:00,politics
,Edmonton Oilers fever is bringing Canadian MPs together,Some MPs are setting their political differences aside tonight to gather in Speaker Greg Fergus's office to watch the Edmonton Oilers play in the Stanley Cup Final.,https://globalnews.ca/news/10556889/edmonton-oilers-stanley-cup-final-politicians/,globalmontreal,https://globalnews.ca/wp-content/uploads/2024/06/HollowayKulikov.jpg?quality=85&strip=all&w=720&h=480&crop=1,general,en,us,2024-06-10T16:52:28+00:00,politics
,"A majority of Black Americans believe US institutions are conspiring against them, a Pew poll finds","Most Black Americans say that they’ve experienced racial discrimination regularly or from time to time and that such experiences inform how they view major U.S. institutions like policing, the political system and the media",https://www.sandiegouniontribune.com/news/nation-world/story/2024-06-10/a-majority-of-black-americans-believe-us-institutions-are-conspiring-against-them-a-pew-poll-finds,signonsandiego,,general,en,us,2024-06-10T16:46:22+00:00,politics
Canadian Press,"They’re not all on the same political team, but Oilers fever has brought MPs together","OTTAWA &#8212; They&#8217;re not all on the same political team, but members of Parliament have caught the same fever. Support for the Edmonton Oilers as they seek a Stanley Cup victory has swept the country, and that includes Parliament Hill. Some MPs are setting their political differences aside tonight to gather in Speaker Greg Fergus&#8217;s [&#8230;]",https://torontosun.com/sports/hockey/nhl/theyre-not-all-on-the-same-political-team-but-oilers-fever-has-brought-mps-together,torontosun,,general,en,us,2024-06-10T16:37:22+00:00,politics
Reuters,Supreme Court to hear Facebook’s bid to toss shareholder suit over Cambridge Analytica scandal,The plaintiffs filed a class action lawsuit in 2018 after Facebook's stock fell following media reports that the British political consulting firm Cambridge Analytica had used improperly harvested Facebook user data in connection with Donald Trump's successful presidential campaign in 2016.,https://nypost.com/2024/06/10/business/scotus-to-hear-facebooks-bid-to-toss-shareholder-suit-over-cambridge-analytica-scandal/,Post,https://nypost.com/wp-content%2Fuploads%2Fsites%2F2%2F2024%2F06%2Fmeta-cambridge-analytica-supreme-court.jpg?quality%3D90%26strip%3Dall%261718019383,general,en,zm,2024-06-10T16:30:42+00:00,politics
The Associated Press,A British judge who resigned from Hong Kong’s top court says the rule of law is in ‘grave danger’,"LONDON (AP) &#8212; A British judge who resigned from Hong Kong&#8217;s top court last week said he stepped down because the rule of law in the city is in &#8220;grave danger&#8221; and judges operate in an &#8220;impossible political environment created by China.&#8221; Jonathan Sumption, who had served as a non-permanent overseas judge on Hong Kong&#8217;s [&#8230;]",https://nationalpost.com/pmn/news-pmn/a-british-judge-who-resigned-from-hong-kongs-top-court-says-the-rule-of-law-is-in-grave-danger,nationalpost,,general,en,us,2024-06-10T16:29:59+00:00,politics
