author,title,description,url,source,image,category,language,country,published_at,topic
Dick Spotswood,Dick Spotswood: Veteran housing in Novato a small win in fight against homelessness,"American civic and political leaders, regardless of party, still haven’t devised a consistently workable approach to the chronic homelessness crisis. Multiple well-intended and amply funded programs have been tried. Few have decreased the number of unhoused Californians encountering mental illness, substance abuse or both. Contrast that with efforts on a smaller, more people-oriented scale. Here [&#8230;]",https://www.marinij.com/2024/06/15/dick-spotswood-veteran-housing-in-novato-a-small-win-in-fight-against-homelessness/,marinij,https://www.marinij.com/wp-content/uploads/2018/08/NEWS_180829910_AR_0_GZNPDAXQJDVO1.jpg?w=1400px&strip=all,general,en,us,2024-06-15T17:50:10+00:00,politics
AP News,"Milan menswear seeks reassurance in nostalgia and artisanal craft, from Fendi to Dolce&Gabbana","Amid ongoing wars, hardening political divides and accelerating climate change, Milan designers made a play for escapism on the second day of Milan Fashion Week, mostly menswear previews for Spring-Summer 2025. Many took inspiration from decades that now seem more reassuring, when the future brimmed with possibility. The message of climate change has penetrated the style studios: Men are offered thigh-baring shorts, open-weave tops and shoes, and inventive construction that permits ventilation on demand.",https://www.mymotherlode.com/news/east-europe/3376052/milan-menswear-seeks-reassurance-in-nostalgia-and-artisanal-craft-from-fendi-to-dolcegabbana.html,mymotherlode,,general,en,us,2024-06-15T17:10:22+00:00,politics
Sara Atske,3. Black Americans’ mistrust of the U.S. political system  ,"Editorial note to readers A version of this study was originally published on June 10. We previously used the term “racial conspiracy theories” as an editorial shorthand to describe a complex and mixed set of findings. By using these words, our reporting distorted rather than clarified the point of the study. Changes to this version include: an [&#8230;]The post 3. Black Americans’ mistrust of the U.S. political system   appeared first on Pew Research Center.",https://www.pewresearch.org/race-and-ethnicity/2024/06/15/black-americans-mistrust-of-the-u-s-political-system/,pewresearch,,general,en,us,2024-06-15T17:03:55+00:00,politics
Staff Report,Gen (r) Bajwa was behind PTI govt’s toppling: Sh Rashid,"Says no one entered Pakistani politics without (backing) of Gate No 4 Terms two months after Eid crucial, seeing decisive development by August RAWALPINDI: Awami Muslim League chief Sheikh Rashid Ahmed said there is no doubt that former Army Chief General (retd) Qamar Bajwa was ‘behind’ the toppling of the Pakistan Tehreek-e-Insaf (PTI) government. “I [&#8230;]",https://www.pakistantoday.com.pk/2024/06/15/gen-r-bajwa-was-behind-pti-govts-toppling-sh-rashid/,Pakistan Today,,general,en,pk,2024-06-15T16:57:00+00:00,politics
The Associated Press,"Milan menswear seeks reassurance in nostalgia and artisanal craft, from Fendi to Dolce&Gabbana","MILAN (AP) &#8212; Amid ongoing wars, hardening political divides and accelerating climate change, Milan designers made a play for escapism on the second day Saturday of Milan Fashion Week, mostly menswear previews for Spring-Summer 2025. Many took inspiration from decades that now seem more reassuring, when the future brimmed with possibility. That future is now, [&#8230;]",https://nationalpost.com/pmn/life-pmn/milan-menswear-seeks-reassurance-in-nostalgia-and-artisanal-craft-from-fendi-to-dolcegabbana,nationalpost,,general,en,us,2024-06-15T16:42:00+00:00,politics
,Pardon Tapfumanei: Pioneering Political Harmony in Mpopoma-Mzilikazi,"In an inspiring move towards political unity and community engagement, Pardon Tapfumanei, affectionately known as ""The Duke,"" has set a groundbreaking precedent in Mpopoma-Mzilikazi. As an aspiring In...",http://bulawayo24.com/news/national/242647,Bulawayo24 News,http://img.bulawayo24.com/articles/thumbs/65x52/bulawayo3.jpg,general,en,zw,2024-06-15T16:40:31+00:00,politics
Setumo Stone,ATM drags IEC to Electoral Court over vote-rigging allegations,"The African Transformation Movement (ATM), a faith-based political party, has petitioned the Electoral Court in Bloemfontein to declare that the outcomes of the May 29 national and provincial elections were not free and fair, despite the Electoral Commission’s (IEC) declaration to the contrary. The party was formed with the backing of the South African Council [&#8230;]",https://sundayworld.co.za/elections-2024/atm-drags-iec-to-electoral-court-over-vote-rigging-allegations/?utm_source=rss&utm_medium=rss&utm_campaign=atm-drags-iec-to-electoral-court-over-vote-rigging-allegations,sundayworld,https://sundayworld-prod-s3-bucket.s3.eu-west-1.amazonaws.com/wp-content/uploads/2023/10/21120053/P2-Vuyo-Zungula-e1697928362418.jpg,general,en,za,2024-06-15T16:28:17+00:00,politics
VP Digital,Crime Prevention Minister to Police: Partisan Politics Has No Place In The Force,"Jeremiah Norbert, the Minister in the Office of the Prime Minister with Responsibility for Crime Prevention and Persons With Disabilities, &#8230; The post Crime Prevention Minister to Police: Partisan Politics Has No Place In The Force appeared first on St. Lucia News From The Voice.",https://thevoiceslu.com/2024/06/crime-prevention-minister-to-police-partisan-politics-has-no-place-in-the-force/,the Voice,,general,en,lc,2024-06-15T15:22:26+00:00,politics
Mawande Amashabalala,ANC aims to dribble DA in cabinet power-sharing,The ANC believes it’s going to suffocate the DA when the two parties get to the negotiation table over national executive positions. This after the two parties successfully captured key positions in parliament as well as the highest political office in the land at the first national assembly sitting in parliament. In a coalition that [&#8230;],https://sundayworld.co.za/politics/national/anc-aims-to-dribble-da-in-cabinet-power-sharing/?utm_source=rss&utm_medium=rss&utm_campaign=anc-aims-to-dribble-da-in-cabinet-power-sharing,sundayworld,https://sundayworld-prod-s3-bucket.s3.eu-west-1.amazonaws.com/wp-content/uploads/2024/06/08192208/p14-ANC.jpg,general,en,za,2024-06-15T15:18:47+00:00,politics
AP News,How South Africa’s rival parties ‘found each other’ in a last-ditch deal that saved a president,"South Africa’s main political rivals are now partners in government after they came together in a last-ditch coalition deal that ensured President Cyril Ramaphosa was dramatically reelected with cross-party support. The agreement was only sealed on the sidelines of a marathon parliamentary session on Friday, allowing Ramaphosa to be reelected hours later for a second term with the help of opposition lawmakers who were once his loudest critics. The agreement between Ramaphosa’s African National Congress and the Democratic Alliance — South Africa’s only major party with a white leader...",https://www.mymotherlode.com/news/africa/3376008/how-south-africas-rival-parties-found-each-other-in-a-last-ditch-deal-that-saved-a-president.html,mymotherlode,,general,en,us,2024-06-15T15:10:35+00:00,politics
,South African Parliament re-elects President Cyril Ramaphosa,A new political coalition enabled South African President Cyril Ramaphosa to secure another term as the nation's president Friday.,https://www.upi.com/Top_News/World-News/2024/06/15/world-south-africa-parliament-elects-ramaphosa/4381718462604/,upiasia,https://cdnph.upi.com/ph/st/th/4381718462604/2024/upi/eab98106ac8ff9ddd8d3aeaa5a712a2b/v1.5/South-African-Parliament-re-elects-President-Cyril-Ramaphosa.jpg,general,en,us,2024-06-15T15:00:31+00:00,politics
The Associated Press,How South Africa’s rival parties ‘found each other’ in a last-ditch deal that saved a president,"CAPE TOWN, South Africa (AP) &#8212; South Africa&#8217;s main political rivals are now partners in government after they came together in a last-minute coalition deal that ensured President Cyril Ramaphosa was dramatically reelected with cross-party support, and a struggling country was given a boost. The agreement was only sealed on the sidelines of a marathon [&#8230;]",https://nationalpost.com/pmn/news-pmn/how-south-africas-rival-parties-found-each-other-in-a-last-ditch-deal-that-saved-a-president,nationalpost,,general,en,us,2024-06-15T14:42:27+00:00,politics
Lisa O'Carroll Brexit correspondent in Brussels,Swedish EU diplomat Johan Floderus freed from Iranian jail in prisoner swap,"Iranian-Swedish citizen Saeed Azizi also exchanged for Hamid Noury, who was serving life in Sweden for role in death of political prisonersJohan Floderus, the Swedish EU diplomat held in captivity for two years in Iran, has been freed and is on his way home, the Swedish prime minister announced.Ulf Kristersson said on Saturday that the Iranian lifer Hamid Noury was being exchanged for Johan Floderus and the Iranian-Swedish citizen Saeed Azizi. Continue reading...",https://www.theguardian.com/world/article/2024/jun/15/swedish-eu-diplomat-johan-floderus-freed-from-iran-jail-in-prisoner-swap,The Guardian,https://i.guim.co.uk/img/media/f80f03efbc41349e70a51f362878957fd0b2447a/0_100_3000_1800/master/3000.jpg?width=140&quality=85&auto=format&fit=max&s=697f1c9f345b81e3c5ed003ff0f32543,general,en,gb,2024-06-15T14:40:48+00:00,politics
Staff Reporter,Where solidarity is white only,A FEW weeks ago political South Africa went into excitement following the arrival into that [...],https://www.thezimbabwemail.com/opinion/where-solidarity-is-white-only/,Zimbabwe Mail,,general,en,zw,2024-06-15T13:16:22+00:00,politics
,The toxic legacy of lockdown is destroying our political system,The toxic legacy of lockdown is destroying our political system,https://uk.news.yahoo.com/toxic-legacy-lockdown-destroying-political-131621096.html,Yahoo! UK News,https://media.zenfs.com/en/the_telegraph_818/e446a5be993c8f62fe04f989ec48f5fd,general,en,gb,2024-06-15T13:16:21+00:00,politics
Christine Muchira,Governor Waiguru named political trailblazer of the year during East Africa Women of Excellence Awards ,Kirinyaga Governor Anne Waiguru has been named as the political trailblazer of the year for her exceptional achievements in leadership. Waiguru was recognized as a woman of many firsts during the East African Women of Excellence Awards gala dinner held in a Nairobi hotel on Friday evening. Organizers of the awards BH Media Agency said [&#8230;]The post Governor Waiguru named political trailblazer of the year during East Africa Women of Excellence Awards  first appeared on KBC.,https://www.kbc.co.ke/governor-waiguru-named-political-trailblazer-of-the-year-during-east-africa-women-of-excellence-awards/?utm_source=rss&utm_medium=rss&utm_campaign=governor-waiguru-named-political-trailblazer-of-the-year-during-east-africa-women-of-excellence-awards,kbc,,general,en,ke,2024-06-15T12:25:10+00:00,politics
Steven Erlanger,Western Anxiety Makes for an Unexpectedly Smooth G7 Summit,"Political weakness, intractable wars in Ukraine and in the Middle East, and challenges from Russia and China combined to create solidarity behind American leadership.",https://www.nytimes.com/2024/06/15/world/europe/g7-summit-unity-biden.html,The New York Times,https://static01.nyt.com/images/2024/06/15/multimedia/15g7-ukraine-analysis-1-top-fvct/15g7-ukraine-analysis-1-top-fvct-mediumSquareAt3X.jpg,general,en,us,2024-06-15T12:17:43+00:00,politics
,"Sweden and Iran carry out prisoner swap, officials say","(marketscreener.com) Sweden has freed convicted former Iranian official Hamid Noury, Iran's top human rights official Kazem Gharib Abadi said on X on Saturday. He said Noury, who had been convicted for his part in a mass execution of political prisoners in Iran in 1988, will be back in Iran in a few hours. Separately, Swedish Prime...https://www.marketscreener.com/news/latest/Sweden-and-Iran-carry-out-prisoner-swap-officials-say--46980973/?utm_medium=RSS&utm_content=20240615",https://www.marketscreener.com/news/latest/Sweden-and-Iran-carry-out-prisoner-swap-officials-say--46980973/?utm_medium=RSS&utm_content=20240615,4-traders,,general,en,us,2024-06-15T12:15:56+00:00,politics
Catherine Curran Vigier,Nouveau Front Populaire &#8211; The French Left Unite Against Fascism,"Catherine Curran Vigier explains the social crisis following Le Pen’s electoral victory and Macron’s sudden calling of an election. She argues that the unity of the left &#8211; the New Popular Front &#8211; is a step forward in the fight against the far right but that it needs a strong movement from below to ensure that it wins.French politics has been in chaos since President Macron announced a snap general election after the victory of the far right Rassemblement Nationale (RN) in the European elections. Jordan Bardella’s RN list took 31,37 % of the vote. Eric...",https://www.rebelnews.ie/2024/06/15/nouveau-front-populaire-the-french-left-unite-against-fascism/,swp,,general,en,ie,2024-06-15T11:13:59+00:00,politics
KD Drummond,'I know right from wrong': WWE legend hints at future in politics,"With the recent trends in political theatre being what they are, it's no wonder this former WWE superstar sees a path for himself.",https://www.sportingnews.com/us/wwe/news/wwe-hulk-hogan-political-career-possible/053704a4cb273e21bbd4112c,Sporting News,https://library.sportingnews.com/styles/crop_style_16_9_desktop/s3/2024-06/GettyImages-479894680.jpg?h=42cd88b3&amp;itok=9rSUVceN,sports,en,us,2024-06-15T10:38:47+00:00,politics
ActionForex.com,Sharp Declines in Euro and European Markets Triggered by French Political Drama,"Global financial markets were abuzz with several high-profile events last week, including critical meetings of Fed and BoJ, alongside release of US inflation data. However, it was the escalating political turmoil in France that captured the most attention, significantly impacting Euro and overshadowing other major economic news. The common currency emerged as the week&#8217;s weakest [&#8230;]The post Sharp Declines in Euro and European Markets Triggered by French Political Drama appeared first on Action Forex.",https://www.actionforex.com/action-insight/market-overview/weekly-report/555567-sharp-declines-in-euro-and-european-markets-triggered-by-french-political-drama/,actionforex,,general,en,us,2024-06-15T09:59:27+00:00,politics
brabantje,Irish Media and Political Appointments,Irish Media and Political Appointments,https://politics.ie/threads/irish-media-and-political-appointments.290397/?utm_source=rss&utm_medium=rss,Politics.ie,,general,en,ie,2024-06-15T09:37:49+00:00,politics
Spencer Sumwalt,"Supreme Court strikes down Trump-era ban on rapid-fire rifle bump stocks, reopening political fight","Thank you for reading! Help support local journalism: SUBSCRIBE HERE for award-winning local news and unlimited digital access. For a low monthly rate, or try one day for 99¢.&#160;Subscribers, please&#160;LOGIN to continue.&#160;",https://news-banner.com/2024/06/supreme-court-strikes-down-trump-era-ban-on-rapid-fire-rifle-bump-stocks-reopening-political-fight/,news-banner,,general,en,us,2024-06-15T09:37:14+00:00,politics
,AMANDA PLATELL: Why is Lady Starmer so seldom seen standing by her man?,"The most regular criticism of Keir Starmer is that he is a 'political robot', more boring than former PM John Major or, horror of horrors, even Theresa May.",https://www.dailymail.co.uk/debate/article-13531681/AMANDA-PLATELL-Lady-Starmer-seldom-seen-standing-man.html?ns_mchannel=rss&ito=1490&ns_campaign=1490,dailymail,https://i.dailymail.co.uk/1s/2024/06/14/19/86135877-0-image-a-10_1718390690055.jpg,general,en,us,2024-06-15T08:34:06+00:00,politics
,AMANDA PLATELL: Why is Lady Starmer so seldom seen standing by her man?,"The most regular criticism of Keir Starmer is that he is a 'political robot', more boring than former PM John Major or, horror of horrors, even Theresa May.",https://www.dailymail.co.uk/debate/article-13531681/AMANDA-PLATELL-Lady-Starmer-seldom-seen-standing-man.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,mailonsunday,https://i.dailymail.co.uk/1s/2024/06/14/19/86135877-0-image-a-10_1718390690055.jpg,general,en,uk,2024-06-15T08:34:06+00:00,politics
,News24 | COALITION NATION | Winds of change at first sitting of Parliament but storm clouds may be gathering,"In its first sitting, South Africa's seventh Parliament broke away from the parliamentary politics blueprint of the past decade.",https://www.news24.com/news24/politics/parliament/coalition-nation-winds-of-change-at-first-sitting-of-parliament-but-storm-clouds-may-be-gathering-20240615,News24,https://cdn.24.co.za/files/Cms/General/d/11940/25f9bde8622442d8a94d48da765f5889.jpg,general,en,za,2024-06-15T08:00:39+00:00,politics
,This Week in Politics: Another round of early voting begins in New York,"We're kicking off another round of early voting in New York. The presidential primary was held back in April. This time, it's the state legislative and congressional primaries.Saturday, June 15 marks the first day of early voting, with Election Day on Tuesday the 25th. WNYC's Brigid Bergin joins Weekend Edition host David Furst for a quick explainer on what you need to know before you hit the ballot box.  ",http://www.wnyc.org/story/week-politics-another-round-early-voting-begins-new-york/,wnyc,,general,en,us,2024-06-15T08:00:00+00:00,politics
