author,title,description,url,source,image,category,language,country,published_at,topic
,Tech Up as Traders Chase Gains in Sector -- Tech Roundup,"(marketscreener.com) Shares of technology companies rose as traders continued to pile into the leading sector. Shares of Apple fell as its new product launches failed to impress investors. ""The focus for Apple today is going to be on ... what else is there these days -- but AI!"" said J.D. Joyce, president of Houston financial advisory Joyce Wealth Management....https://www.marketscreener.com/news/latest/Tech-Up-as-Traders-Chase-Gains-in-Sector-Tech-Roundup--46942618/?utm_medium=RSS&utm_content=20240610",https://www.marketscreener.com/news/latest/Tech-Up-as-Traders-Chase-Gains-in-Sector-Tech-Roundup--46942618/?utm_medium=RSS&utm_content=20240610,4-traders,,general,en,us,2024-06-10T21:30:30+00:00,technology
cahenning,Bringing delight by investigating a no-melt ice cream,"Cameron Wicks, a PhD student in the University of Wisconsin–Madison’s Department of Food Science, is working on a new technology that adds naturally occurring compounds to ice cream to prevent it from wreaking summertime havoc.",https://news.wisc.edu/bringing-delight-by-investigating-a-no-melt-ice-cream/,news,https://news.wisc.edu/content/uploads/2024/06/Sheboygan-175-Kohler-reception-2023-06-28AD-5528-150x150.jpg,general,en,us,2024-06-10T21:19:55+00:00,technology
,"S&P/TSX composite posts small gain Monday, U.S. stock markets also up","Strength in the energy, technology and base metal sectors helped Canada's main stock index post a small gain on Monday, while U.S. stock markets also rose. ",https://globalnews.ca/news/10558237/sp-tsx-composite-june-10-2024/,globalwinnipeg,https://globalnews.ca/wp-content/uploads/2024/06/20240610110616-7f486b27db4fddac963ced78fa3278f4078cf5c265933a82619b651b0ba6e6b7_b02a6c.jpg?quality=85&strip=all&w=720&h=480&crop=1,general,en,us,2024-06-10T21:19:44+00:00,technology
,Apple teams up with OpenAI - giving iPhone users access to ChatGPT technology,"Apple chief exec Tim Cook (pictured) set out how the US tech giant would incorporate AI into its iPhone, iPad and Mac laptops.",https://www.dailymail.co.uk/money/markets/article-13515015/Apple-teams-OpenAI-giving-iPhone-users-access-ChatGPT-technology.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,thisismoney,https://i.dailymail.co.uk/1s/2024/06/10/20/85944023-0-image-m-4_1718047397748.jpg,general,en,uk,2024-06-10T21:02:58+00:00,technology
Jake Sheridan,Historic $50 million settlement for false confessions forced by Chicago police,"Arrested as teens, the men were convicted in a 1995 double murder, but were exonerated in 2017 after new fingerprinting technology did not connect them to the scene.",https://www.chicagotribune.com/2024/06/10/historic-50-million-settlement-for-false-confessions-forced-by-chicago-police/,Chicago Tribune,https://www.chicagotribune.com/wp-content/uploads/2024/06/ctc-Convictions-Vacated-Cook-County9_178973775-e1718051953315.jpg?w=1400px&strip=all,general,en,us,2024-06-10T20:49:59+00:00,technology
Staff Reporter,"Apple Unveils “Apple Intelligence” at WWDC, Partnering with OpenAI to Enhance Siri","CUPERTINO, Calif.— Apple has entered the race to integrate generative artificial intelligence into consumer technology, [...]",https://www.thezimbabwemail.com/technology-science/apple-unveils-apple-intelligence-at-wwdc-partnering-with-openai-to-enhance-siri/,Zimbabwe Mail,,general,en,zw,2024-06-10T20:48:24+00:00,technology
Reuters,"Exclusive-Apollo, Kyndryl in bid for DXC Technology, sources say","Exclusive-Apollo, Kyndryl in bid for DXC Technology, sources say",https://www.investing.com/news/stock-market-news/exclusiveapollo-kyndryl-in-bid-for-dxc-technology-sources-say-3478262,Investing.com | Stock Market Quotes &amp; Financial News,https://i-invdn-com.investing.com/trkd-images/LYNXMPEK590NX_L.jpg,business,en,us,2024-06-10T20:42:41+00:00,technology
,Osage County Clerk Robin Slack Running for Re-election,"Osage County Clerk Robin Slack is wrapping up her first term in office and won an uncontested race four years ago, as her predecessor in Shelia Bellamy retired. Slack said because of that she got to come in early and gain a lot of experience before she was even sworn in. &nbsp; Slack says during her first term, she has been proud of her team for restoring many of the county records, some of which are over 100 years old. Slack added that on top of accepting credit card payments now, they are using some new technology to rehab several of those documents. &nbsp; The courthouse annex that is being...",http://bartlesvilleradio.com/pages/news/423142024/osage-county-clerk-robin-slack-running-for-re-election,bartlesvilleradio,,general,en,us,2024-06-10T20:40:56+00:00,technology
Grady Epperly,SMART Scholars get immersed in the business of software [Image 2 of 5],"Participants of the Department of Defense Science, Mathematics, and Research for Transformation Scholarship-for-Service Program were given a glimpse into the inner workings of the 76th Software Engineering Group, Tinker AFB, Okla. June 6. The SMART Scholarship is a combined educational and workforce development opportunity for science, technology, engineering, and mathematics students. These 13 scholars will be interning with the 76th SWEG during the summer of 2025.The SMART program offers scholarships for undergraduate, graduate, and doctoral students currently pursuing a degree in one of the...",https://www.dvidshub.net/image/8465193/smart-scholars-get-immersed-business-software,dvidshub,https://d1ldvf68ux039x.cloudfront.net/thumbs/photos/2406/8465193/250w_q95.jpg,general,en,us,2024-06-10T20:31:35+00:00,technology
Grady Epperly,SMART Scholars get immersed in the business of software [Image 4 of 5],"Recipients of the Department of Defense Science, Mathematics, and Research for Transformation Scholarship-for-Service Program listen to Dr. Kristian Olivero, director of the 76th Software Engineering Group, Tinker AFB, Okla., during a one-day immersion June 6 where 13 scholars were given a glimpse into the inner workings of the 76th SWEG. The SMART Scholarship is a combined educational and workforce development opportunity for science, technology, engineering, and mathematics students. These 13 scholars will be interning with the 76th SWEG during the summer of 2025 (U.S. Air Force photo by...",https://www.dvidshub.net/image/8465195/smart-scholars-get-immersed-business-software,dvidshub,https://d1ldvf68ux039x.cloudfront.net/thumbs/photos/2406/8465195/250w_q95.jpg,general,en,us,2024-06-10T20:31:35+00:00,technology
Grady Epperly,SMART Scholars get immersed in the business of software [Image 3 of 5],"Huy Le, deputy director of the 76th Software Engineering Group, Tinker AFB, Okla., shares his experiences in education and transitioning into civil service with 13 participants of the Department of Defense Science, Mathematics, and Research for Transformation Scholarship-for-Service Program June 6. The SMART Scholarship is a combined educational and workforce development opportunity for science, technology, engineering, and mathematics. These 13 scholars will be interning with the 76th SWEG during the summer of 2025.The SMART program offers scholarships for undergraduate, graduate, and doctoral...",https://www.dvidshub.net/image/8465194/smart-scholars-get-immersed-business-software,dvidshub,https://d1ldvf68ux039x.cloudfront.net/thumbs/photos/2406/8465194/250w_q95.jpg,general,en,us,2024-06-10T20:31:35+00:00,technology
Grady Epperly,SMART Scholars get immersed in the business of software [Image 5 of 5],"Dr. Kristian Olivero, director of the 76th Software Engineering Group, Tinker AFB, Okla., shares his experiences in civil service and what inspires him to serve in a position of leadership with 13 participants of the Department of Defense Science, Mathematics, and Research for Transformation Scholarship-for-Service Program June 6. The SMART Scholarship is a combined educational and workforce development opportunity for science, technology, engineering, and mathematics students. These 13 scholars will be interning with the 76th SWEG during the summer of 2025. (U.S. Air Force photo by Grady...",https://www.dvidshub.net/image/8465196/smart-scholars-get-immersed-business-software,dvidshub,https://d1ldvf68ux039x.cloudfront.net/thumbs/photos/2406/8465196/250w_q95.jpg,general,en,us,2024-06-10T20:31:34+00:00,technology
Grady Epperly,SMART scholars get immersed in the business of software [Image 1 of 5],"Participants of the Department of Defense Science, Mathematics, and Research for Transformation Scholarship-for-Service Program were given a glimpse into the inner workings of the 76th Software Engineering Group, Tinker AFB, Okla. June 6. The SMART Scholarship is a combined educational and workforce development opportunity for science, technology, engineering, and mathematics students. These 13 scholars will be interning with the 76th SWEG during the summer of 2025.The SMART program offers scholarships for undergraduate, graduate, and doctoral students currently pursuing a degree in one of the...",https://www.dvidshub.net/image/8465192/smart-scholars-get-immersed-business-software,dvidshub,https://d1ldvf68ux039x.cloudfront.net/thumbs/photos/2406/8465192/250w_q95.jpg,general,en,us,2024-06-10T20:31:26+00:00,technology
,"MIND TECHNOLOGY, INC. REPORTS FISCAL 2025 FIRST QUARTER RESULTS","(marketscreener.com) THE WOODLANDS, Texas, June 10, 2024 /PRNewswire/ -- MIND Technology, Inc. today announced financial results for its fiscal 2025&nbsp;first quarter ended April&nbsp;30, 2024.Revenues from continuing operations for the first quarter of fiscal 2025 were approximately $9.7 million compared to approximately $10.6&nbsp;million in the first quarter...https://www.marketscreener.com/quote/stock/MIND-TECHNOLOGY-INC-10030/news/MIND-TECHNOLOGY-INC-REPORTS-FISCAL-2025-FIRST-QUARTER-RESULTS-46942201/?utm_medium=RSS&utm_content=20240610",https://www.marketscreener.com/quote/stock/MIND-TECHNOLOGY-INC-10030/news/MIND-TECHNOLOGY-INC-REPORTS-FISCAL-2025-FIRST-QUARTER-RESULTS-46942201/?utm_medium=RSS&utm_content=20240610,4-traders,,general,en,us,2024-06-10T20:16:11+00:00,technology
,Vicarious Surgical Announces Reverse Stock Split,"(marketscreener.com) Vicarious Surgical Inc. , a next-generation robotics technology company seeking to improve lives through the transformation of surgical robotics, today announced it will effect a 1-for-30 reverse stock split of the Company&rsquo;s issued and outstanding Class A common stock, par value $0.0001 per share, and Class B common stock, par value...https://www.marketscreener.com/quote/stock/VICARIOUS-SURGICAL-INC-109761155/news/Vicarious-Surgical-Announces-Reverse-Stock-Split-46942198/?utm_medium=RSS&utm_content=20240610",https://www.marketscreener.com/quote/stock/VICARIOUS-SURGICAL-INC-109761155/news/Vicarious-Surgical-Announces-Reverse-Stock-Split-46942198/?utm_medium=RSS&utm_content=20240610,4-traders,,general,en,us,2024-06-10T20:16:05+00:00,technology
,Direct Digital Holdings Appoints BDO as New Auditor,"(marketscreener.com) HOUSTON, June 10, 2024 /PRNewswire/ --&nbsp;Direct Digital Holdings, Inc. , a leading advertising and marketing technology platform operating through its companies Colossus Media, LLC , Huddled Masses LLC and Orange 142 , today announced the appointment of BDO USA, P.C. as the Company's new independent registered public accounting firm,...https://www.marketscreener.com/quote/stock/DIRECT-DIGITAL-HOLDINGS-I-132560428/news/Direct-Digital-Holdings-Appoints-BDO-as-New-Auditor-46942176/?utm_medium=RSS&utm_content=20240610",https://www.marketscreener.com/quote/stock/DIRECT-DIGITAL-HOLDINGS-I-132560428/news/Direct-Digital-Holdings-Appoints-BDO-as-New-Auditor-46942176/?utm_medium=RSS&utm_content=20240610,4-traders,,general,en,us,2024-06-10T20:11:07+00:00,technology
,UiPath to Participate in the Mizuho Technology Conference 2024,"(marketscreener.com) UiPath, Inc. , a leading enterprise automation and AI software company, today announced that Ashim Gupta, Chief Financial Officer, will participate in a fireside chat at the Mizuho Technology Conference 2024, to be held at the JW Marriott Essex House in New York, NY on Wednesday, June 12th at 10:35 am ET.The presentation will be available via...https://www.marketscreener.com/quote/stock/UIPATH-INC-121662826/news/UiPath-to-Participate-in-the-Mizuho-Technology-Conference-2024-46942175/?utm_medium=RSS&utm_content=20240610",https://www.marketscreener.com/quote/stock/UIPATH-INC-121662826/news/UiPath-to-Participate-in-the-Mizuho-Technology-Conference-2024-46942175/?utm_medium=RSS&utm_content=20240610,4-traders,,general,en,us,2024-06-10T20:11:06+00:00,technology
Rich Abott,Navy Seeks Industry Info On Long Endurance Small Unmanned Surface Vessels For Special Warfare,The Navy recently published a Request For Information (RFI) seeking industry information on technologies related to long endurance small unmanned surface vessels (LE sUSVs). “The Government wants to understand the [&#8230;],https://www.defensedaily.com/navy-seeks-industry-info-on-long-endurance-small-unmanned-surface-vessels-for-special-warfare/navy-usmc/,defensedaily,,general,en,us,2024-06-10T20:10:39+00:00,technology
,Mumbai's 247 Networks to Partner with Turnium to Expand in India,"(marketscreener.com) Turnium Technology Group Inc. , has partnered with Mumbai-based 247 Networks Pvt. Ltd. to boost their business in India. Highlighted below are the first two strategic deals the companies have achieved to date:Major Contact Center Deal: 247 Networks is using Turnium's advanced internet technology to support a contact centre with 15,000 agents...https://www.marketscreener.com/quote/stock/TURNIUM-TECHNOLOGY-GROUP--49479381/news/Mumbai-s-247-Networks-to-Partner-with-Turnium-to-Expand-in-India-46942171/?utm_medium=RSS&utm_content=20240610",https://www.marketscreener.com/quote/stock/TURNIUM-TECHNOLOGY-GROUP--49479381/news/Mumbai-s-247-Networks-to-Partner-with-Turnium-to-Expand-in-India-46942171/?utm_medium=RSS&utm_content=20240610,4-traders,,general,en,us,2024-06-10T20:10:07+00:00,technology
,"DXC Technology jumps on report of joint bid from Apollo, Kyndryl","DXC Technology jumps on report of joint bid from Apollo, Kyndryl",https://seekingalpha.com/news/4114595-dxc-technology-jumps-on-report-of-joint-bid-from-apollo-kyndryl?utm_source=feed_news_all&utm_medium=referral&feed_item_type=news,Seeking Alpha,,business,en,us,2024-06-10T20:06:15+00:00,technology
,Xperi Announces Appointment of Two New Independent Directors,"(marketscreener.com) Jeremi Gorman and Roderick Randall Have Expertise in Content Monetization, Digital Media, Automotive Technology and Capital AllocationBoard Expands to Seven Directorshttps://www.marketscreener.com/quote/stock/XPERI-INC-143967722/news/Xperi-Announces-Appointment-of-Two-New-Independent-Directors-46942128/?utm_medium=RSS&utm_content=20240610",https://www.marketscreener.com/quote/stock/XPERI-INC-143967722/news/Xperi-Announces-Appointment-of-Two-New-Independent-Directors-46942128/?utm_medium=RSS&utm_content=20240610,4-traders,,general,en,us,2024-06-10T20:06:07+00:00,technology
,Array Technologies announces departure of CFO,Array Technologies announces departure of CFO,https://seekingalpha.com/news/4114594-array-technologies-announces-departure-of-cfo?utm_source=feed_news_all&utm_medium=referral&feed_item_type=news,Seeking Alpha,,business,en,us,2024-06-10T20:05:48+00:00,technology
,"Crypto : Announces Strategic Refocus and Realignment With the Sale of AllFi Technologies, Inc Form 8 K","(marketscreener.com) June 7, 2024 - The Crypto Company , a leader in emerging technologies, is pleased to announce the strategic sale of AllFi Technologies, Inc. to AllFi Holdings LLC. This transaction is designed to optimize both companies' focus on their respective areas of expertise. As a result of this transaction, The Crypto Company will receive back from AllFi...https://www.marketscreener.com/quote/stock/THE-CRYPTO-COMPANY-120796583/news/Crypto-Announces-Strategic-Refocus-and-Realignment-With-the-Sale-of-AllFi-Technologies-Inc-Form-8-46942105/?utm_medium=RSS&utm_content=20240610",https://www.marketscreener.com/quote/stock/THE-CRYPTO-COMPANY-120796583/news/Crypto-Announces-Strategic-Refocus-and-Realignment-With-the-Sale-of-AllFi-Technologies-Inc-Form-8-46942105/?utm_medium=RSS&utm_content=20240610,4-traders,,general,en,us,2024-06-10T20:04:07+00:00,technology
,Array Technologies Announces Departure of Chief Financial Officer,"(marketscreener.com) Chief Financial Officer, Kurt Wood, will step down from his position effective June 30, 2024ALBUQUERQUE, N.M., June 10, 2024 -- Array Technologies , a leading provider of tracker solutions and services for utility-scale solar energy projects, announced today that its Chief Financial Officer, Kurt Wood, will be stepping down from his position ...https://www.marketscreener.com/quote/stock/ARRAY-TECHNOLOGIES-INC-8433/news/Array-Technologies-Announces-Departure-of-Chief-Financial-Officer-46942103/?utm_medium=RSS&utm_content=20240610",https://www.marketscreener.com/quote/stock/ARRAY-TECHNOLOGIES-INC-8433/news/Array-Technologies-Announces-Departure-of-Chief-Financial-Officer-46942103/?utm_medium=RSS&utm_content=20240610,4-traders,,general,en,us,2024-06-10T20:03:05+00:00,technology
,Leonardo DRS Tapped to Provide Additional Advanced Laser Systems to Protect U.S. Military Aircraft from Missile Threats,"(marketscreener.com) Leonardo DRS, Inc. announced today that it has received another full-rate production contract to supply its industry-leading Quantum Cascade Laser technology to enable Common Infrared Countermeasure systems for critical military aircraft protection. The award from Northrop Grumman continues the collaboration between the two companies on this...https://www.marketscreener.com/quote/stock/LEONARDO-DRS-INC-120780868/news/Leonardo-DRS-Tapped-to-Provide-Additional-Advanced-Laser-Systems-to-Protect-U-S-Military-Aircraft-f-46942100/?utm_medium=RSS&utm_content=20240610",https://www.marketscreener.com/quote/stock/LEONARDO-DRS-INC-120780868/news/Leonardo-DRS-Tapped-to-Provide-Additional-Advanced-Laser-Systems-to-Protect-U-S-Military-Aircraft-f-46942100/?utm_medium=RSS&utm_content=20240610,4-traders,,general,en,us,2024-06-10T20:02:06+00:00,technology
,TSS Inc. (Total Site Solutions) Names Danny Chism as Chief Financial Officer,"(marketscreener.com) ROUND ROCK, Texas, June 10, 2024 -- Total Site Solutions , a leader in end-to-end integration technology solutions for data centers and modular services, today announced the appointment of Daniel M. Chism as Chief Financial Officer of TSS Inc, effective June 7, 2024. Mr. Chism will oversee TSS's financial strategy and operations, bringing...https://www.marketscreener.com/quote/stock/TSS-INC-120790424/news/TSS-Inc-Total-Site-Solutions-Names-Danny-Chism-as-Chief-Financial-Officer-46942087/?utm_medium=RSS&utm_content=20240610",https://www.marketscreener.com/quote/stock/TSS-INC-120790424/news/TSS-Inc-Total-Site-Solutions-Names-Danny-Chism-as-Chief-Financial-Officer-46942087/?utm_medium=RSS&utm_content=20240610,4-traders,,general,en,us,2024-06-10T20:00:06+00:00,technology
,Ameriprise Financial : The Fed Will Likely Hold Rates Steady This Week. But Are Central Bankers Ready To Change Their Tone,"(marketscreener.com) ? 6/10/2024 Anthony Saglimbene, Chief Market Strategist, Ameriprise Financial The S&amp;P 500 Index and NASDAQ Composite each logged their sixth week of gains out of the last seven and hit fresh new highs last week. Information Technology led gains, while Utilities and Energy lost ground. NVIDIA again supported Big Tech's strength, splitting 10...https://www.marketscreener.com/quote/stock/AMERIPRISE-FINANCIAL-INC-11642/news/Ameriprise-Financial-The-Fed-Will-Likely-Hold-Rates-Steady-This-Week-But-Are-Central-Bankers-Read-46942083/?utm_medium=RSS&utm_content=20240610",https://www.marketscreener.com/quote/stock/AMERIPRISE-FINANCIAL-INC-11642/news/Ameriprise-Financial-The-Fed-Will-Likely-Hold-Rates-Steady-This-Week-But-Are-Central-Bankers-Read-46942083/?utm_medium=RSS&utm_content=20240610,4-traders,,general,en,us,2024-06-10T19:58:08+00:00,technology
,"Apollo, Kyndryl in bid for DXC Technology, sources say","(marketscreener.com) Buyout firm Apollo Globaland Kyndryl Holdings, the information technology servicesprovider that was spun out of IBM, are in talks about ajoint bid for DXC Technology, people familiar with thematter said on Monday. Apollo and Kyndryl have discussed an acquisition offer forDXC of between $22 and $25 per share, one of the sources...https://www.marketscreener.com/quote/stock/KYNDRYL-HOLDINGS-INC-128528611/news/Apollo-Kyndryl-in-bid-for-DXC-Technology-sources-say-46942080/?utm_medium=RSS&utm_content=20240610",https://www.marketscreener.com/quote/stock/KYNDRYL-HOLDINGS-INC-128528611/news/Apollo-Kyndryl-in-bid-for-DXC-Technology-sources-say-46942080/?utm_medium=RSS&utm_content=20240610,4-traders,,general,en,us,2024-06-10T19:56:49+00:00,technology
,APOLLO GLOBAL AND KYNDRYL HOLDINGS IN JOINT BID FOR DX&#8230;,"(marketscreener.com) EXCLUSIVE-APOLLO GLOBAL AND KYNDRYL HOLDINGS IN JOINT BID FOR DXC TECHNOLOGY, SOURCES SAY https://www.marketscreener.com/news/latest/APOLLO-GLOBAL-AND-KYNDRYL-HOLDINGS-IN-JOINT-BID-FOR-DX--46942079/?utm_medium=RSS&utm_content=20240610",https://www.marketscreener.com/news/latest/APOLLO-GLOBAL-AND-KYNDRYL-HOLDINGS-IN-JOINT-BID-FOR-DX--46942079/?utm_medium=RSS&utm_content=20240610,4-traders,,general,en,us,2024-06-10T19:56:49+00:00,technology
Brian Feeney,"Developers, Warfighters Come Together at DTRA Demonstration","Every year since 2018, the U.S. Army Combat Capabilities Development Command Chemical Biological Center (DEVCOM CBC) has helped the Defense Threat Reduction Agency (DTRA) plan and execute an in-the-field user assessment of chemical, biological, radiological and nuclear (CBRN) technology called Chemical and Biological Operational Analysis (CBOA). This year, CBOA was held at Camp LeJeune, North Carolina from April 13 to 18, and DEVCOM CBC was in the thick of it.",https://www.dvidshub.net/news/473559/developers-warfighters-come-together-dtra-demonstration,dvidshub,https://d1ldvf68ux039x.cloudfront.net/thumbs/photos/2406/8464971/250w_q95.jpg,general,en,us,2024-06-10T19:54:05+00:00,technology
Gabriella White,"Developers, Warfighters Come Together at DTRA [Image 2 of 5]","DEVCOM CBC industrial engineer Stella Lee hands out ID bracelets to warfighters to test a prototype technology at CBOA24 held at Camp LeJeune, North Carolina April 13-18. (U.S. Army photo by Ellie White)",https://www.dvidshub.net/image/8464963/developers-warfighters-come-together-dtra,dvidshub,https://d1ldvf68ux039x.cloudfront.net/thumbs/photos/2406/8464963/250w_q95.jpg,general,en,us,2024-06-10T19:54:04+00:00,technology
