source,author,title,description,url,urlToImage,publishedAt,content,topic
"{'id': None, 'name': 'Westernjournal.com'}",Michael Austin,"Watch: Barack Obama's Sister Gets Tear Gassed During Protest, Enraged During CNN Interview",Former President Barack Obama's sister was tear gassed on Monday during protests going on in Kenya's capital.,https://www.westernjournal.com/watch-barack-obamas-sister-gets-tear-gassed-protest-enraged-cnn-interview/,https://www.westernjournal.com/wp-content/uploads/2024/06/obama-sister.jpg,2024-06-25T21:48:28Z,"During a protest in Nairobi, Kenya, on Monday, Auma Obama –the half-sister of former President Barack Obama — was tear gassed.
The African country has been mired in widespread protests in response t… [+2371 chars]",politics
"{'id': None, 'name': 'KSDK.com'}",Amanda Seitz (associated Press),Surgeon general declares gun violence a public health emergency,"His advisory promises to be controversial and will certainly incense Republican lawmakers, most of whom opposed his confirmation over his statements on gun violence.",https://www.ksdk.com/article/news/nation-world/gun-violence-public-health-emergency-surgeon-general/507-c9475bdd-64c1-4a86-9bfe-2290f3c90946,https://media.ksdk.com/assets/CCT/images/a57c43ff-3bc1-433f-b160-2ba509aa698f/20240625T122651/a57c43ff-3bc1-433f-b160-2ba509aa698f_1140x641.jpg,2024-06-25T21:47:35Z,"WASHINGTON The U.S. surgeon general on Tuesday declared gun violence a public health crisis, driven by the fast-growing number of injuries and deaths involving firearms in the country.
The advisory … [+3428 chars]",politics
"{'id': None, 'name': 'Decrypt'}",Murtuza Merchant,"Could Gensler's War on Crypto Hurt Biden? ‘I Don't Speak About Elections’, SEC Chair Says",Gary Gensler also said that the process for launching Ethereum spot ETFs is “going smoothly.”,https://decrypt.co/237014/gary-gensler-war-on-crypto-biden-election-ethereum-etf,https://cdn.decrypt.co/resize/1024/height/512/wp-content/uploads/2021/01/shutterstock_1893540931-e1702656268368-gID_7.jpg,2024-06-25T21:43:53Z,"Securities and Exchange Commission (SEC) Chair Gary Gensler on Tuesday refused to comment on the upcoming U.S. presidential election or crypto's potential impact on it.
""I don't speak about election… [+1949 chars]",politics
"{'id': None, 'name': 'Slate Magazine'}",Scaachi Koul,Justin Timberlake Was Arrested for DWI. What Happened Next Was Inevitable.,This may indeed ruin the world tour.,https://slate.com/culture/2024/06/justin-timberlake-arrested-dui-dwi-tour-mug-shot.html,https://compote.slate.com/images/215b79ff-a078-474f-bb86-a9c9822e0e06.jpeg?crop=1350%2C900%2Cx0%2Cy0&width=1560,2024-06-25T21:40:58Z,"Hey, do you want to hear the whitest sentence in the English language? Its Justin Randall Timberlake was arrested on a DWI charge in Sag Harbor on a Tuesday. God, just typing those words is enough to… [+6918 chars]",politics
"{'id': None, 'name': 'The Boston Globe'}",Theodore Schleifer,The Pro-Israel donor with a $100 million plan to elect Trump,"Dr. Miriam Adelson is poised to become one of the biggest donors in the presidential election — and, if Trump wins, one of the most powerful private citizens with a say in American foreign policy.",https://www.bostonglobe.com/2024/06/25/nation/pro-israel-donor-with-100-million-plan-elect-trump/,https://bostonglobe-prod.cdn.arcpublishing.com/resizer/NA0JpumVEvSWrqLXAou41sNWbCU=/506x0/cloudfront-us-east-1.images.arcpublishing.com/bostonglobe/B42NDU5EREJVWHCZJDO7O2MCM4.jpg,2024-06-25T21:39:18Z,"She would not donate to him while Nikki Haley, his last rival standing and a friend of hers, remained in the race, according to two people briefed on the meeting who insisted on anonymity to describe… [+7039 chars]",politics
"{'id': None, 'name': 'FOX5 Las Vegas'}",Associated Press,US surgeon general declares gun violence a public health emergency,The advisory issued by the nation's top doctor came as the U.S. grappled with another summer weekend marked by mass shootings that left dozens of people dead or wounded.,https://www.fox5vegas.com/2024/06/25/us-surgeon-general-declares-gun-violence-public-health-emergency/,https://gray-kvvu-prod.cdn.arcpublishing.com/resizer/v2/252W7CFZ5JEJ7FB5WNEMWYHYPY.jpg?auth=2f10b9cd879bb24b452aaa51a9866c3f2e186899548fea52f6df2e8bebd861f0&width=1200&height=600&smart=true,2024-06-25T21:38:45Z,"WASHINGTON (AP) The U.S. surgeon general on Tuesday declared gun violence a public health crisis, driven by the fast-growing number of injuries and deaths involving firearms in the country.
The advi… [+5705 chars]",politics
"{'id': 'new-york-magazine', 'name': 'New York Magazine'}",Ed Kilgore,Bob Good Tries Election-Denial Tactics on Trump’s Candidate,House Freedom Caucus chairman Bob Good of Virginia is deploying Trump-style election-denial tactics to challenge his apparent primary loss to Trump-backed John McGuire.,http://nymag.com/intelligencer/article/bob-good-tries-election-denial-tactics-on-trumps-candidate.html,https://pyxis.nymag.com/v1/imgs/378/1c6/ec41de59e138b7cbd0f19966ad74bbc545-bob-good.1x.rsocial.w1200.jpg,2024-06-25T21:37:55Z,"One of the more interesting GOP congressional primaries of 2024 has involved House Freedom Caucus chairman Bob Good of Virginia, who managed to attract opposition from two very different factions of … [+4323 chars]",politics
"{'id': None, 'name': 'Freerepublic.com'}",The Associated Press | DNC,Jury awards $700k to Seattle protesters jailed for writing anti-police slogans in chalk on barricade,"Four protesters who were jailed for writing anti-police graffiti in chalk on a temporary barricade near a Seattle police precinct have been awarded nearly $700,000 after a federal court jury decided their civil rights were violated. The Jan. 1, 2021, arrests …",https://freerepublic.com/focus/f-news/4246698/posts,,2024-06-25T21:32:55Z,"Skip to comments.
Jury awards $700k to Seattle protesters jailed for writing anti-police slogans in chalk on barricadeThe Associated Press | DNC ^
 | June 25, 2024
 | BY MARK THIESSEN
Posted on 0… [+2726 chars]",politics
"{'id': None, 'name': 'Politicalwire.com'}",Taegan Goddard,GOP Candidate Says He Knows About Black People,"Eric Hovde (R), who is running for Senate in Wisconsin, said he is familiar with Black culture because he has spent “a lot of time” in Africa and because he runs “homeless shelters for abandoned kids,” the Washington Post reports.",https://politicalwire.com/2024/06/25/gop-candidate-says-he-knows-about-black-people/,https://politicalwire.com/wp-content/uploads/2018/02/PW-podcast-logo.jpg,2024-06-25T21:30:01Z,"“There are a lot of blogs and news sites claiming to understand politics, but only a few actually do. Political Wire is one of them.”
 Chuck Todd, host of “Meet the Press”
“Concise. Relevant. To th… [+594 chars]",politics
"{'id': 'nbc-news', 'name': 'NBC News'}",The Politics Desk,The big weaknesses Biden and Trump will confront on the debate stage: From the Politics Desk,Joe Biden and Donald Trump will each step on stage for Thursday's debate with some glaring political liabilities — and the potential to allay or exacerbate them.,https://www.nbcnews.com/politics/biden-trump-debate-weaknesses-politics-desk-rcna158900,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2024-05/201022-joe-biden-donald-trump-debate-ew-1131p-e5ce10.jpg",2024-06-25T21:30:00Z,"Welcome to the online version of From the Politics Desk, an evening newsletter that brings you the NBC News Politics teams latest reporting and analysis from the campaign trail, the White House and C… [+5258 chars]",politics
"{'id': None, 'name': 'Forbes'}","Joey Skladany, Contributor, 
 Joey Skladany, Contributor
 https://www.forbes.com/sites/forbes-personal-shopper/people/joeyskladany/",The 12 Best Cookbooks By LGBTQ+ Authors,Celebrate Pride Month and beyond with the best cookbooks by LGBTQ+ authors.,https://www.forbes.com/sites/forbes-personal-shopper/article/best-cookbooks-by-lgbtq-authors/,https://imageio.forbes.com/specials-images/imageserve/667b34a34e86965528d647e5/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-06-25T21:27:50Z,"If theres one thing members of the LGBTQ+ community know how to do best, its eat and drink. After all, food and alcohol have played pivotal roles in our journeys to self-acceptance, either as a compo… [+7548 chars]",politics
"{'id': 'fox-news', 'name': 'Fox News'}",Charles Creitz,"Economy, border, abortion divide Biden’s hometown as Scranton looks back on native son’s first term","Residents of Scranton, Pennsylvania, spoke out about President Biden, who was born and lived there in childhood before his father Joseph relocated the family to Claymont, Delaware.",https://www.foxnews.com/politics/top-issues-divide-bidens-hometown-scranton-looks-back-native-sons-first-term,https://static.foxnews.com/foxnews.com/content/uploads/2023/11/biden-home.jpg,2024-06-25T21:27:03Z,"During a week in which President Biden remains optimistic about his chances for a second term, the people of Scranton, Pennsylvania Biden's own birthplace shared their perspectives with Fox News Digi… [+6031 chars]",politics
"{'id': None, 'name': 'The Star Online'}",Muvija M,UK's main parties ditch candidates over election betting probe,"LONDON (Reuters) -Britain's two main political parties on Tuesday each withdrew support for candidates who are being investigated over bets relating to the upcoming general election, as a scandal that had been limited to the governing Conservatives spread fur…",https://www.thestar.com.my/news/world/2024/06/26/uk039s-main-parties-ditch-candidates-over-election-betting-probe,https://apicms.thestar.com.my/uploads/images/2024/06/26/2768594.jpg,2024-06-25T21:27:00Z,"LONDON (Reuters) -Britain's two main political parties on Tuesday each withdrew support for candidates who are being investigated over bets relating to the upcoming general election, as a scandal tha… [+3471 chars]",politics
"{'id': 'newsweek', 'name': 'Newsweek'}",,Newsweek Hosts Inspirational Event at One World Trade Center Featuring Kathleen Griffith and Robin Arzón,Griffith and Arzón shared their insights on how a solid foundational mindset and actionable steps can transform career journeys and help women lead big lives.,https://www.newsweek.com/newsweek-hosts-inspirational-event-one-world-trade-center-featuring-kathleen-griffith-robin-arzon-1917326,https://d.newsweek.com/en/full/2416708/newsweek-build-event-kathleen-griffith-robin-arzon.png,2024-06-25T21:21:14Z,"Newsweek hosted its first-ever BUILD event at One World Trade Center on June 4. The event featured Kathleen Griffith, founder of BUILD and author of Build Like A Woman, and Robin Arzón, VP of fitness… [+2881 chars]",politics
"{'id': None, 'name': 'The Denver Post'}",John Wenzel,Beloved Denver dive bar damaged by fire: “We really don’t have the capital for this”,"Also known as the Bar Bar, the longtime dive bar has endured multiple near-shutdowns in recent years.",https://www.denverpost.com/2024/06/25/carioca-cafe-bar-bar-denver-fire-arson/,https://www.denverpost.com/wp-content/uploads/2024/06/TDP-Z-Carioca-Cafe-Bar-Bar-fire-01.jpg?w=1024&h=1365,2024-06-25T21:19:19Z,"The building that houses the beloved Denver dive Carioca Cafe, unofficially known as Bar Bar, was damaged by a fire set outside the 134-year-old structure on Monday morning.Denver dive Carioca Cafe s… [+5717 chars]",politics
"{'id': None, 'name': 'Freerepublic.com'}",The Express,Nikki Haley is still the strongest VP pick,"As far as we know, Nikki Haley isn’t on the short list, nor on the long list. There’s no indication that she’s being considered as Donald Trump’s VP pick, and Trump forcefully smacked down a report in Axios that the campaign was looking at her. She’d still pr…",https://freerepublic.com/focus/f-news/4246696/posts,,2024-06-25T21:17:51Z,"Skip to comments.
Nikki Haley is still the strongest VP pickThe Express ^
 | JUN 25, 2024
 | Rich Lowry
Posted on 06/25/2024 2:17:51 PM PDT by conservative98
As far as we know, Nikki Haley isnt … [+5391 chars]",politics
"{'id': None, 'name': 'The Punch'}",Adetutu Sobowale,Rivers crisis: Police declare ex-militant leader wanted,"Police authorities in Rivers State have declared a former Niger Delta militant leader, Gabriel ‘General’ Asabuja, wanted. This announcement was made by the state Commissioner of Police, Tunji Disu, on Monday during an appearance on Channels Television’s Polit…",https://punchng.com/rivers-crisis-police-declare-ex-militant-leader-wanted/,https://cdn.punchng.com/wp-content/uploads/2024/06/25221346/Asabuja.png,2024-06-25T21:16:42Z,"Police authorities in Rivers State have declared a former Niger Delta militant leader, Gabriel General Asabuja, wanted.
This announcement was made by the state Commissioner of Police, Tunji Disu, on… [+1738 chars]",politics
"{'id': None, 'name': 'The New Republic'}",Edith Olmsted,AOC and Raskin Move to Finally Rein in Alito and Thomas,"Democratic Representatives Alexandria Ocasio-Cortez and Jamie Raskin are introducing a new piece of legislation aimed at putting a cap on the number and value of gifts U.S. Supreme Court justices can receive.
The High Court Gift Ban Act, unveiled Tuesday, wo…",https://newrepublic.com/post/183099/aoc-raskin-rein-alito-thomas-gifts,https://images.newrepublic.com/d408681ada3c6d58a101c90f7344725b3fdacba9.jpeg?w=1200&h=630&crop=faces&fit=crop&fm=jpg,2024-06-25T21:16:03Z,"Importantly, Cannon has not ruled on both sides. Cannon processed pretrial motions at a glacial pace, threw out portions of the case, showed an unfaltering compliance to all of Trumps time-wasting re… [+1091 chars]",politics
"{'id': None, 'name': 'Politicalwire.com'}",Taegan Goddard,Bob Good Confirms He’ll Pay for Recount,"“Rep. Bob Good is pressing forward on his demands for a recount in his primary race, as he trails his GOP opponent John McGuire by 370 votes,” Politico reports.",https://politicalwire.com/2024/06/25/bob-good-confirms-hell-pay-for-recount/,https://politicalwire.com/wp-content/uploads/2018/02/PW-podcast-logo.jpg,2024-06-25T21:14:50Z,"“There are a lot of blogs and news sites claiming to understand politics, but only a few actually do. Political Wire is one of them.”
 Chuck Todd, host of “Meet the Press”
“Concise. Relevant. To th… [+594 chars]",politics
"{'id': None, 'name': 'Histalk2.com'}",Mr. HIStalk,News 6/26/24,Top News HHS releases a final rule that establishes “disincentives” ...,https://histalk2.com/2024/06/25/news-6-26-24/,,2024-06-25T21:14:31Z,"Top News
HHS releases a final rule that establishes disincentives for healthcare providers who are found by HHS OIG to have committed information blocking. It will take effect 30 days after it is pu… [+10317 chars]",politics
"{'id': None, 'name': 'Activistpost.com'}",Activist Post,Electing the Next Dictator: Ugly Truths You Won’t Hear from Trump or Biden,"By John W. Whitehead and Nisha Whitehead “If liberty means anything at all, it means the right to tell people what they do not want...
Electing the Next Dictator: Ugly Truths You Won’t Hear from Trump or Biden",https://www.activistpost.com/2024/06/electing-the-next-dictator-ugly-truths-you-wont-hear-from-trump-or-biden.html,https://www.activistpost.com/wp-content/uploads/2024/06/president-ri-1024x631-1.jpg,2024-06-25T21:05:49Z,"By John W. Whitehead and Nisha Whitehead
If liberty means anything at all, it means the right to tell people what they do not want to hear.George Orwell
No matter what carefully crafted sound bites… [+10666 chars]",politics
"{'id': None, 'name': 'Snopes.com'}",Jordan Liles,Did Trump's Policies Cause Low US Gas Prices in 2020?,"We previously asked this question of Patrick De Haan, head of petroleum analysis for GasBuddy.com. Here's what we learned.",https://www.snopes.com//news/2024/06/25/gas-prices-march-2020-meme/,https://mediaproxy.snopes.com/width/1200/https://media.snopes.com/2024/06/march_25_remember_november.jpg,2024-06-25T21:02:00Z,"Camp, Kevin M., et al. ""From the Barrel to the Pump: The Impact of the COVID-19 Pandemic on Prices for Petroleum Products: Monthly Labor Review: U.S. Bureau of Labor Statistics."" U.S. Bureau of Labor… [+4431 chars]",politics
"{'id': None, 'name': 'Raw Story'}",M.L. Nestel,"'Low-IQ' Boebert slammed as Bible-thumping, gun-toting big-mouth on GOP primary day","While voters pick their next congressional lawmaker, Colorado state Rep. Richard Holtorf remains off the stump to battle brush fires and herd over 1,000 cattle to safer soil.

But that hasn't stopped him from carving out a moment to offer some choice words ab…",https://www.rawstory.com/lauren-boebert-2668605098/,https://www.rawstory.com/media-library/colorado-state-rep-richard-holtorf-slammed-gop-primary-frontrunner-lauren-boebert-on-tuesday.jpg?id=26946126&width=1200&height=600&coordinates=0%2C30%2C0%2C31,2024-06-25T21:00:55Z,Nevada RNC Committeewoman Sigal Chattah took to social media Tuesday as New Yorkers took to the polls for a hotly contested and highly funded primary that could cost incumbent Rep. Jamaal Bowman his … [+2196 chars],politics
"{'id': None, 'name': 'Freerepublic.com'}",ExecutedToday.com,"1579: Hatano Hideharu, en route to the Tokugawa Shogunate","On this date in 1579, the treacherous execution of a rebellious Japanese lord set events in motion that would shape the nation’s destiny. For two centuries, Japan had been shaken with civil strife in the Sengoku, or “Warring States”, period. Hatano Hideharu, …",https://freerepublic.com/focus/f-bloggers/4246693/posts,,2024-06-25T21:00:29Z,"Skip to comments.
1579: Hatano Hideharu, en route to the Tokugawa ShogunateExecutedToday.com ^
 | June 25, 2009
 | Headsman
Posted on 06/25/2024 2:00:29 PM PDT by CheshireTheCat
On this date in … [+2217 chars]",politics
"{'id': None, 'name': 'Variety'}",Selome Hailu,How ‘The Sympathizer’ Casting Director Crafted a Vietnamese Ensemble Over an ‘Insane and Cathartic’ Eight-Month Journey,"“The Sympathizer” is an epic about Vietnamese histories — plural. The HBO series takes its title from the experience of a North Vietnamese spy known as the Captain (Hoa Xuande), who embeds in a South Vietnamese community in 1970s Los Angeles after the war. By…",https://variety.com/2024/tv/news/the-sympathizer-casting-director-jennifer-venditti-vietnamese-cast-1236048374/,https://variety.com/wp-content/uploads/2024/06/duy-nguyen-fred-nguyen-khan-hoa-xuande-1.jpg?w=1000&h=563&crop=1,2024-06-25T21:00:00Z,"“The Sympathizer” is an epic about Vietnamese histories — plural.
The HBO series takes its title from the experience of a North Vietnamese spy known as the Captain (Hoa Xuande), who embeds in a Sout… [+3604 chars]",politics
"{'id': 'time', 'name': 'Time'}",Jeffrey Kluger,People Are Less Stressed Now Than They Were Before the Pandemic,Gallup's annual emotions survey comes at a time of both war and possibility,https://time.com/6991666/stress-gallup-survey/,https://api.time.com/wp-content/uploads/2024/06/reading-book.jpg?quality=85&w=1200&h=628&crop=1,2024-06-25T20:59:49Z,"How are we feeling? As a world, that is. The global polling organization Gallup Inc. has been asking that question for the past 18 years with its Global Emotions polland this year, the answer is a li… [+4395 chars]",politics
"{'id': 'fox-news', 'name': 'Fox News'}",Danielle Wallace,Arizona election worker arrested for allegedly stealing security device from ballot tabulation center,"A temporary election worker at Arizona's Maricopa County, a hotbed of election-fraud claims, has been accused of stealing election security equipment.",https://www.foxnews.com/us/arizona-election-worker-arrested-allegedly-stealing-security-device-tabulation-center,https://static.foxnews.com/foxnews.com/content/uploads/2024/06/walter-ringfield-thumbnail-1.jpg,2024-06-25T20:54:19Z,"Law enforcement officials in Maricopa County, Arizona, arrested a temporary election worker for allegedly stealing a security fob and keys from a ballot tabulation center.
According to a probable ca… [+3818 chars]",politics
"{'id': None, 'name': 'Politicalwire.com'}",Taegan Goddard,Steve Bannon Prepares for Prison,"“Steve Bannon is taking his show on the road. Convicted by a federal jury in 2022 for contempt of Congress, the right-wing agitator is set to spend four months in a Connecticut penitentiary starting July 1,” Time reports.“It’s the latest act in the iconoclast…",https://politicalwire.com/2024/06/25/steve-bannon-prepares-for-prison/,https://politicalwire.com/wp-content/uploads/2018/02/PW-podcast-logo.jpg,2024-06-25T20:52:48Z,"“There are a lot of blogs and news sites claiming to understand politics, but only a few actually do. Political Wire is one of them.”
 Chuck Todd, host of “Meet the Press”
“Concise. Relevant. To th… [+594 chars]",politics
"{'id': None, 'name': 'The Diplomat'}",David Hutt,Is Team Marcos Justified Its Economic Swagger?,"For all its economic challenges, the Philippines has one major advantage over its Southeast Asian peers.",https://thediplomat.com/2024/06/is-team-marcos-justified-its-economic-swagger/,https://thediplomat.com/wp-content/uploads/2024/06/sizes/td-story-s-2/thediplomat_2024-06-25-213953.jpg,2024-06-25T20:51:00Z,"A few weeks ago, the Philippines Finance Secretary Ralph Recto took to the stage and made a bold declaration. By 2033, he claimed, the country’s economy could triple in size, reaching upwards of a tr… [+16150 chars]",politics
"{'id': None, 'name': 'Cdm.link'}",Peter Kirn,"Betty Apple, sci-fi, mermaids, volcanoes, techno, time travel: listen and read","Betty Apple's Taiwan Bay Be is a full-length album exploring Taiwanese identity, time travel, sound, and the cosmic. Released this year on our Establishment, Betty is now in Berlin for a live presentation on Wednesday - and she has a lot to say, from unpackin…",https://cdm.link/2024/06/betty-apple-interview/,https://cdm.link/app/uploads/2024/06/betty-venus.jpg,2024-06-25T20:49:02Z,"Betty Apple’s Taiwan Bay Be is a full-length album exploring Taiwanese identity, time travel, sound, and the cosmic. Released this year on our Establishment, Betty is now in Berlin for a live present… [+8652 chars]",politics
"{'id': None, 'name': 'Politicalwire.com'}",Taegan Goddard,Republicans Push for End to No-Fault Divorce,"“Some prominent conservative lawmakers and commentators are advocating for ending no-fault divorce, laws that exist in all 50 US states and allow a person to end a marriage without having to prove a spouse did something wrong, like commit adultery or domestic…",https://politicalwire.com/2024/06/25/republicans-push-for-end-to-no-fault-divorce/,https://politicalwire.com/wp-content/uploads/2018/02/PW-podcast-logo.jpg,2024-06-25T20:48:26Z,"“There are a lot of blogs and news sites claiming to understand politics, but only a few actually do. Political Wire is one of them.”
 Chuck Todd, host of “Meet the Press”
“Concise. Relevant. To th… [+594 chars]",politics
"{'id': None, 'name': '[Removed]'}",,[Removed],[Removed],https://removed.com,,1970-01-01T00:00:00Z,[Removed],politics
"{'id': 'abc-news-au', 'name': 'ABC News (AU)'}",Patrick Bell,"Yesterday's ACT budget was far from a pre-election cash splash, but what that means for October's election remains unknown","It was far from a pre-election cash splash as Andrew Barr yesterday announced his 13th ACT budget as Treasurer, and tenth as Chief Minister, projecting a higher deficit for the coming fiscal year than previous forecasts.",https://www.abc.net.au/news/2024-06-26/act-andrew-barr-resist-electoral-temptation-sweeteners-budget/104021580,https://live-production.wcms.abc-cdn.net.au/c9132a8a9e8805f1c0bfe49b44391e3b?impolicy=wcms_watermark_news&cropH=2250&cropW=4000&xPos=0&yPos=209&width=862&height=485&imformat=generic,2024-06-25T20:46:25Z,"It was far from a pre-election cash splash.
Delivering his 13th budget as the ACT's Treasurer, and tenth as Chief Minister, Andrew Barr resisted any electoral temptation to offer too many sweeteners… [+3303 chars]",politics
"{'id': 'nbc-news', 'name': 'NBC News'}",Rebecca Kaplan and Zoë Richards,House committee to vote on holding Biden's ghost writer in contempt,The House Judiciary Committee plans to vote on a measure that would hold ghost writer Mark Zwonitzer in contempt of Congress for refusing to comply with a subpoena.,https://www.nbcnews.com/politics/congress/house-judiciary-committee-biden-ghost-writer-mark-zwonitzer-contempt-rcna158904,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2024-06/240625-jim-jordan-se-322p-d093f7.jpg",2024-06-25T20:44:55Z,WASHINGTON The House Judiciary Committee plans to vote this week on a measure to hold President Joe Bidens ghostwriter in contempt of Congress for refusing to hand over documents and other materials … [+2612 chars],politics
"{'id': None, 'name': '[Removed]'}",,[Removed],[Removed],https://removed.com,,1970-01-01T00:00:00Z,[Removed],politics
"{'id': None, 'name': 'PBS'}","Anthony Izaguirre, Associated Press",NY Rep. Jamaal Bowman faces tough challenge in Democratic primary,"Rep. Jamaal Bowman, one of the most liberal members of Congress, will try to fight off a strong Democratic primary challenge Tuesday from moderate county executive George Latimer in a New York race that has put a spotlight on the party's divides over the Isra…",https://www.pbs.org/newshour/politics/ny-rep-jamaal-bowman-faces-tough-challenge-in-democratic-primary,https://d3i6fh83elv35t.cloudfront.net/static/2024/06/2024-06-23T052104Z_1008988657_RC2DG8AB3QWV_RTRMADP_3_USA-ELECTION-NEW-YORK-1024x683.jpg,2024-06-25T20:44:24Z,"LIVE RESULTS: New York Primary 2024
Rep. Jamaal Bowman, one of the most liberal members of Congress, will try to fight off a strong Democratic primary challenge Tuesday from moderate county executiv… [+4933 chars]",politics
"{'id': None, 'name': 'Ms. Magazine'}",Jackson Katz,The Upcoming Presidential Debate Is Really a Masculinity Contest,"The GOP and its mouthpieces in conservative media repeat constantly that Trump and MAGA are the natural home of “real men,” who are the only ones that have what it takes to protect and defend this country. 
By contrast, Biden embodies a wonkish, managerial ma…",https://msmagazine.com/2024/06/25/biden-trump-debate-strong-men-old/,https://msmagazine.com/wp-content/uploads/2024/06/The-Upcoming-Presidential-Debate-Is-Really-a-Masculinity-Contest.png,2024-06-25T20:43:49Z,"Former President Donald Trump at a campaign rally on June 22, 2024, in Philadelphia. (Anna Moneymaker / Getty Images)
The upcoming presidential debate between President Joe Biden and former Presiden… [+9649 chars]",politics
"{'id': 'cbs-news', 'name': 'CBS News'}",Kaia Hubbard,Rep. Lauren Boebert's district-switching gambit hangs over Colorado primary race,"Rep. Lauren Boebert is facing voters in a new district in the Colorado primaries, where voters will determine whether Boebert's district-switching gambit pays off.",https://www.cbsnews.com/news/lauren-boebert-colorado-primary-race/,https://assets1.cbsnewsstatic.com/hub/i/r/2024/06/25/deab0f31-e16a-44a7-b450-b4fb17e12896/thumbnail/1200x630/5192b53e5b12a7d2bff07081b09d7c0c/gettyimages-2074369644.jpg?v=d44ea471ad55b1f821a0763c85064960,2024-06-25T20:37:59Z,"Washington — Rep. Lauren Boebert is facing voters in a new district on Tuesday, as Coloradans head to the polls in the state's primaries, where they will determine whether Boebert's district-switchin… [+5904 chars]",politics
"{'id': None, 'name': '404media.co'}",Emanuel Maiberg,We Tried to Replace 404 Media With AI,"Emanuel Maiberg, 
404 Media, 
Jun 25, 2024


 
 
The title of this article is a bit misleading, as the story describes an experiment where the 404 authors tried to replicate their site using web scraping technology. Basically, the sites either harvest feeds …",https://www.404media.co/email/18c1328f-ac22-4786-8157-981a9eafe2fc/,https://www.404media.co/content/images/size/w1200/2024/06/proto1.jpg,2024-06-25T20:37:00Z,"Over the last week I have published dozens of news articles and blogs about technology without lifting a finger on a news website called Prototype.Press. The articles are fairly short, but written in… [+24995 chars]",politics
"{'id': 'newsweek', 'name': 'Newsweek'}",Kevin Sabet,"Marijuana Rescheduling Is High-Risk, Low-Reward | Opinion","As the Biden administration moves full speed ahead in its efforts to loosen federal restrictions around marijuana, Americans should make their voices heard.",https://www.newsweek.com/marijuana-rescheduling-high-risk-low-reward-opinion-1917146,https://d.newsweek.com/en/full/2416702/marijuana.jpg,2024-06-25T20:36:15Z,"As the Biden administration attempts to move full speed ahead in its efforts to loosen federal restrictions around marijuana, Americans should avail themselves of the opportunity to make their voices… [+5698 chars]",politics
"{'id': 'new-york-magazine', 'name': 'New York Magazine'}",Margaret Hartmann,Trump’s Messy Mar-a-Lago Boxes: See All the New Photos,"See all the new photos of Trump’s messy Mar-a-Lago boxes. In response to Trump attorneys’ complaints about the search, Special Counsel Jack Smith released more photos of classified White House documents stored among the former president’s junk piles.",http://nymag.com/intelligencer/article/trump-mar-a-lago-documents-boxes-new-photos.html,https://pyxis.nymag.com/v1/imgs/567/d15/814b08915af85b1f010a038590a41038a6-trump-documents.1x.rsocial.w1200.jpg,2024-06-25T20:29:32Z,"Getting convicted of crimes involving hush-money payments to a porn star is pretty mortifying. But at times, its seemed like Donald Trump is actually more embarrassed by the classified-documents case… [+4126 chars]",politics
"{'id': None, 'name': 'PBS'}","Lolita C. Baldor, Associated Press","Extremist groups are expanding in Africa, fueling worries about attacks on the U.S. or Western allies","U.S. defense and military officials described the threats and their concerns about growing instability in Africa, where a number of coups have put ruling juntas in control, leading to the ouster of American troops and a decline in U.S. intelligence gathering.",https://www.pbs.org/newshour/politics/extremist-groups-are-expanding-in-africa-fueling-worries-about-attacks-on-the-u-s-or-western-allies,https://d3i6fh83elv35t.cloudfront.net/static/2024/06/2024-06-25T175822Z_898564214_RC26I8A94X0R_RTRMADP_3_USA-AFRICA-MILITARY-1024x637.jpg,2024-06-25T20:28:30Z,"GABORONE, Botswana (AP) Violent extremist groups linked to al-Qaida and the Islamic State group are growing in size and influence across Africa, fueling worries that as they improve their tactics the… [+5681 chars]",politics
"{'id': 'cbc-news', 'name': 'CBC News'}",,"After St. Paul's, is there anything Trudeau can say or do to save his leadership?","Following his party's loss in a previously safe riding in Toronto, it’s fair to ask if there's anything Prime Minister Justin Trudeau could possibly say at this point to turn thing around — or if too many Canadians have simply decided they’re done listening t…",https://www.cbc.ca/news/politics/st-pauls-toronto-byelection-trudeau-poilievre-1.7246209,https://i.cbc.ca/1.7246342.1719345954!/fileImage/httpImage/image.JPG_gen/derivatives/16x9_620/caucus-20240619.JPG,2024-06-25T20:28:11Z,"At some point before Prime Minister Justin Trudeau and his cabinet decided to finally abandon his promise of electoral reform, he had an idea.
He would tour the country to promote and explain the ra… [+7481 chars]",politics
