author,title,description,url,source,image,category,language,country,published_at,topic
Ethan Baron,"AT&T must keep providing landline service, regulator rules","Critics said AT&T's proposal would have stripped many older people and rural residents of a communications lifeline in cases of a natural disasters like fires and floods, power outages or emergency health crises.",https://www.pasadenastarnews.com/2024/06/20/att-must-keep-providing-landline-service-regulator-rules/,pasadenastarnews,https://www.pasadenastarnews.com/wp-content/uploads/2024/06/STC-L-PHCPUC-0511-01.jpg?w=1400px&strip=all,general,en,us,2024-06-20T20:04:50+00:00,health
Ethan Baron,"AT&T must keep providing landline service, regulator rules","Critics said AT&T's proposal would have stripped many older people and rural residents of a communications lifeline in cases of a natural disasters like fires and floods, power outages or emergency health crises.",https://www.dailybreeze.com/2024/06/20/att-must-keep-providing-landline-service-regulator-rules/,dailybreeze,https://www.dailybreeze.com/wp-content/uploads/2024/06/STC-L-PHCPUC-0511-01.jpg?w=1400px&strip=all,general,en,us,2024-06-20T20:04:50+00:00,health
CALmatters,What’s changing in California’s new healthcare minimum wage,"Hundreds of thousands of California health care workers expect to get a raise under a new law that sets a higher minimum wage for them. The law has a number of variables, including when it will actually take effect.",https://www.presstelegram.com/2024/06/20/californias-new-health-care-minimum-wage-is-changing-here-are-answers-to-your-questions/,Press-Telegram,https://www.presstelegram.com/wp-content/uploads/2024/06/OCR-Z-HEALTHCARE-WAGES-0630.jpg?w=1400px&strip=all,general,en,us,2024-06-20T20:01:09+00:00,health
CALmatters,What’s changing in California’s new healthcare minimum wage,"Hundreds of thousands of California health care workers expect to get a raise under a new law that sets a higher minimum wage for them. The law has a number of variables, including when it will actually take effect.",https://www.dailynews.com/2024/06/20/californias-new-health-care-minimum-wage-is-changing-here-are-answers-to-your-questions/,dailynews,https://www.dailynews.com/wp-content/uploads/2024/06/OCR-Z-HEALTHCARE-WAGES-0630.jpg?w=1400px&strip=all,general,en,us,2024-06-20T20:01:09+00:00,health
CALmatters,What’s changing in California’s new healthcare minimum wage,"Hundreds of thousands of California health care workers expect to get a raise under a new law that sets a higher minimum wage for them. The law has a number of variables, including when it will actually take effect.",https://www.sbsun.com/2024/06/20/californias-new-health-care-minimum-wage-is-changing-here-are-answers-to-your-questions/,sbsun,https://www.sbsun.com/wp-content/uploads/2024/06/OCR-Z-HEALTHCARE-WAGES-0630.jpg?w=1400px&strip=all,general,en,us,2024-06-20T20:01:09+00:00,health
CALmatters,What’s changing in California’s new healthcare minimum wage,"Hundreds of thousands of California health care workers expect to get a raise under a new law that sets a higher minimum wage for them. The law has a number of variables, including when it will actually take effect.",https://www.redlandsdailyfacts.com/2024/06/20/californias-new-health-care-minimum-wage-is-changing-here-are-answers-to-your-questions/,redlandsdailyfacts,https://www.redlandsdailyfacts.com/wp-content/uploads/2024/06/OCR-Z-HEALTHCARE-WAGES-0630.jpg?w=1400px&strip=all,general,en,us,2024-06-20T20:01:09+00:00,health
CALmatters,What’s changing in California’s new healthcare minimum wage,"Hundreds of thousands of California health care workers expect to get a raise under a new law that sets a higher minimum wage for them. The law has a number of variables, including when it will actually take effect.",https://www.sgvtribune.com/2024/06/20/californias-new-health-care-minimum-wage-is-changing-here-are-answers-to-your-questions/,sgvtribune,https://www.sgvtribune.com/wp-content/uploads/2024/06/OCR-Z-HEALTHCARE-WAGES-0630.jpg?w=1400px&strip=all,general,en,us,2024-06-20T20:01:09+00:00,health
CALmatters,What’s changing in California’s new healthcare minimum wage,"Hundreds of thousands of California health care workers expect to get a raise under a new law that sets a higher minimum wage for them. The law has a number of variables, including when it will actually take effect.",https://www.dailybulletin.com/2024/06/20/californias-new-health-care-minimum-wage-is-changing-here-are-answers-to-your-questions/,dailybulletin,https://www.dailybulletin.com/wp-content/uploads/2024/06/OCR-Z-HEALTHCARE-WAGES-0630.jpg?w=1400px&strip=all,general,en,us,2024-06-20T20:01:09+00:00,health
CALmatters,What’s changing in California’s new healthcare minimum wage,"Hundreds of thousands of California health care workers expect to get a raise under a new law that sets a higher minimum wage for them. The law has a number of variables, including when it will actually take effect.",https://www.ocregister.com/2024/06/20/californias-new-health-care-minimum-wage-is-changing-here-are-answers-to-your-questions/,ocregister,https://www.ocregister.com/wp-content/uploads/2024/06/OCR-Z-HEALTHCARE-WAGES-0630.jpg?w=1400px&strip=all,general,en,us,2024-06-20T20:01:09+00:00,health
CALmatters,What’s changing in California’s new healthcare minimum wage,"Hundreds of thousands of California health care workers expect to get a raise under a new law that sets a higher minimum wage for them. The law has a number of variables, including when it will actually take effect.",https://www.whittierdailynews.com/2024/06/20/californias-new-health-care-minimum-wage-is-changing-here-are-answers-to-your-questions/,whittierdailynews,https://www.whittierdailynews.com/wp-content/uploads/2024/06/OCR-Z-HEALTHCARE-WAGES-0630.jpg?w=1400px&strip=all,general,en,us,2024-06-20T20:01:09+00:00,health
Michelle Gonzalez,Meade MEDDAC Change of Command [Image 6 of 6],"Commanding General of Medical Readiness Command, East Brig. Gen. Lance Raney addresses attendees at the Fort Meade Medical Department Activity change of command ceremony held on Fort Meade, Maryland, June 20, 2024 where Col. Darryl M. Metcalf assumed command from Col. James C. Maker. (Defense Health Agency photo by Michelle Gonzalez)",https://www.dvidshub.net/image/8488413/meade-meddac-change-command,dvidshub,https://d1ldvf68ux039x.cloudfront.net/thumbs/photos/2406/8488413/250w_q95.jpg,general,en,us,2024-06-20T19:46:46+00:00,health
Michelle Gonzalez,Meade MEDDAC Change of Command [Image 3 of 6],"Commanding General of Medical Readiness Command, East Brig. Gen. Lance Raney passes the unit colors to Col. Darryl M. Metcalf, incoming Fort Meade Medical Department Activity commander, at a change of command ceremony held on Fort Meade, Maryland, June 20, 2024. (Defense Health Agency photo by Michelle Gonzalez)",https://www.dvidshub.net/image/8488308/meade-meddac-change-command,dvidshub,https://d1ldvf68ux039x.cloudfront.net/thumbs/photos/2406/8488308/250w_q95.jpg,general,en,us,2024-06-20T19:46:45+00:00,health
Michelle Gonzalez,Meade MEDDAC Change of Command [Image 5 of 6],"Col. James C. Maker, outgoing commander of Fort Meade Medical Department Activity, addresses attendees at the Meade MEDDAC change of command ceremony held on Fort Meade, Maryland, June 20, 2024, where Col. Darryl M. Metcalf assumed command from Maker. (Defense Health Agency photo by Michelle Gonzalez)",https://www.dvidshub.net/image/8488317/meade-meddac-change-command,dvidshub,https://d1ldvf68ux039x.cloudfront.net/thumbs/photos/2406/8488317/250w_q95.jpg,general,en,us,2024-06-20T19:46:45+00:00,health
Michelle Gonzalez,Meade MEDDAC Change of Command [Image 4 of 6],"Brig. Gen. Deydre Teyen, director, Defense Health Network National Capital Region, addresses attendees at the Fort Meade Medical Department Activity's change of command ceremony held on Fort Meade, Maryland, June 20, 2024. Col. Darryl M. Metcalf assumed command from Col. James C. Maker. (Defense Health Agency photo by Michelle Gonzalez)",https://www.dvidshub.net/image/8488316/meade-meddac-change-command,dvidshub,https://d1ldvf68ux039x.cloudfront.net/thumbs/photos/2406/8488316/250w_q95.jpg,general,en,us,2024-06-20T19:46:45+00:00,health
Peter D'Auria,Consultant deems Vermont health care system ‘badly broken’,"In a presentation to the Green Mountain Care Board, the consultant called for an urgent — if not yet specific — transformation of the state’s hospital and broader health care system. Read the story on VTDigger here: Consultant deems Vermont health care system ‘badly broken’.",https://vtdigger.org/2024/06/20/consultant-deems-vermont-health-care-system-badly-broken/,vtdigger,,general,en,us,2024-06-20T19:41:31+00:00,health
Ethan Baron,"AT&T must keep providing landline service, regulator rules","Critics said AT&T's proposal would have stripped many older people and rural residents of a communications lifeline in cases of a natural disasters like fires and floods, power outages or emergency health crises.",https://www.mercurynews.com/2024/06/20/att-must-keep-providing-landline-service-regulator-rules/,mercurynews,https://www.mercurynews.com/wp-content/uploads/2024/05/STC-L-PHCPUC-0511-01.jpg?w=1400px&strip=all,general,en,us,2024-06-20T19:33:24+00:00,health
Ethan Baron,"AT&T must keep providing landline service, regulator rules","Critics said AT&T's proposal would have stripped many older people and rural residents of a communications lifeline in cases of a natural disasters like fires and floods, power outages or emergency health crises.",https://www.siliconvalley.com/2024/06/20/att-must-keep-providing-landline-service-regulator-rules/,siliconvalley,https://www.siliconvalley.com/wp-content/uploads/2024/06/STC-L-PHCPUC-0511-01.jpg?w=1400px&strip=all,general,en,us,2024-06-20T19:33:24+00:00,health
