author,title,description,url,source,image,category,language,country,published_at,topic
,"Thousands of NATO Troops on Belarus Border, Heightening Tensions – Minsk","The Union State country has closely allied with Moscow in its military operation in the Donbass, with President Alexander Lukashenko offering strong political support.",https://sputnikglobe.com/20240630/thousands-of-nato-troops-on-belarus-border-heightening-tensions--minsk-1119197838.html,en,,general,en,ru,2024-06-30T20:47:21+00:00,politics
Staff Report,Unlikely PTI founder getting out of jail under current leadership: Fawad Ch,"Says no one in leadership had ‘political stature’ or ability to mobilise masses as Imran did ISLAMABAD: Former information minister Fawad Chaudhry on Sunday said that he did not see incarcerated PTI founder Imran Khan being released from Adiala Jail under the current party leadership, saying no one in the leadership had the “political stature” [&#8230;]",https://www.pakistantoday.com.pk/2024/07/01/unlikely-pti-founder-getting-out-of-jail-under-current-leadership-fawad-ch/,Pakistan Today,,general,en,pk,2024-06-30T20:29:26+00:00,politics
The Associated Press,"Bolivian president orchestrated a ‘self-coup,’ political rival Evo Morales claims","LA PAZ, Bolivia (AP) &#8212; Former Bolivian President Evo Morales on Sunday accused his political ally-turned-rival President Luis Arce of deceiving the Bolivian people by staging a &#8220;self-coup&#8221; last week to earn political points among the electorate, marking a sharp downturn in an already fraught relationship. Morales was initially among the country&#8217;s most powerful voices [&#8230;]",https://nationalpost.com/pmn/news-pmn/bolivian-president-orchestrated-a-self-coup-political-rival-evo-morales-claims,nationalpost,,general,en,us,2024-06-30T20:17:48+00:00,politics
,"Bolivian president orchestrated a ‘self-coup,’ political rival Evo Morales claims","Associated Press LA PAZ, Bolivia (AP) — Former Bolivian President Evo Morales has accused his political ally-turned-rival President Luis Arce of deceiving the Bolivian people by staging a “self-coup” last week. He claims it was to earn political points among the electorate. The claim marks a sharp downturn in an already fraught relationship. Morales wasThe post Bolivian president orchestrated a &#8216;self-coup,&#8217; political rival Evo Morales claims appeared first on KYMA.",https://kyma.com/news/2024/06/30/bolivian-president-orchestrated-a-self-coup-political-rival-evo-morales-claims/,kyma,,general,en,us,2024-06-30T20:15:34+00:00,politics
Philip Chrysopoulos,Nikos Androulakis Announces Elections for PASOK Presidency,"PASOK President Nikos Androulakis announced elections for the party presidency on October 6th and October 13th during the Central Political Committee meeting on Sunday. The PASOK leader said he will seek the renewal of his mandate by the party&#8217;s grassroots membership. As for the procedures, Androulakis said that three weeks prior to elections, there will [&#8230;]",https://greekreporter.com/2024/06/30/nikos-androulakis-elections-pasok-presidency/,greece,,general,en,us,2024-06-30T20:08:04+00:00,politics
,"LGBTQ+ Pride Month culminates with parades in New York, San Francisco and beyond","The wide-ranging festivities were both jubilant parties and political protests, as participants recognize gains as well as recent anti-LGBTQ+ laws.",https://www.latimes.com/world-nation/story/2024-06-30/parties-and-protests-mark-the-culmination-of-lgbtq-pride-month-in-nyc-san-francisco-and-beyond,latimes,,general,en,us,2024-06-30T19:35:54+00:00,politics
,Isolated Macron Stung By French Voters' 'Revenge',"Emmanuel Macron has taken many risks in a political career marked by countless crises but his decision to call snap elections may be one too many, marring his legacy and ushering in an era of extremes.",https://www.ibtimes.com.au/isolated-macron-stung-french-voters-revenge-1849065,International Business Times Au,,business,en,au,2024-06-30T19:33:05+00:00,politics
,Veteran Sri Lankan Tamil leader Sampanthan passes away,He dedicated his political life to pursuing a just solution to the island nation’s Tamil question,https://www.thehindu.com/news/international/veteran-sri-lankan-tamil-leader-sampanthan-passes-away/article68353206.ece,The Hindu,,general,en,in,2024-06-30T19:23:39+00:00,politics
AP News,Ultra-Orthodox protest against order to enlist in Israeli military turns violent in Jerusalem,Thousands of Jewish ultra-Orthodox men have clashed with Israeli police in central Jerusalem during a protest against a Supreme Court order for them to begin enlisting for military service. The landmark decision last week ordering the government to begin drafting ultra-Orthodox men could lead to the collapse of Prime Minister Benjamin Netanyahu’s governing coalition as Israel wages war in Gaza. Military service is compulsory for most Jewish men and women in Israel. But politically powerful ultra-Orthodox parties have won exemptions for their followers to skip military service and instead...,https://www.mymotherlode.com/news/middle-east/3384128/ultra-orthodox-protest-against-order-to-enlist-in-israeli-military-turns-violent-in-jerusalem.html,mymotherlode,,general,en,us,2024-06-30T19:10:03+00:00,politics
,"‘The Labour Party may have more freedom than the Sunak government, to talk about a trade deal with India , including visas’ : U.K. Political Scientist",Labour has the unexpected opportunity of coming into office and seeing a significant fall in immigration numbers because of the decisions taken by the current government. So it might be that that gives Labour a little bit more freedom than their predecessors to talk about a deal with the Indians,https://www.thehindu.com/news/international/the-labour-party-may-have-more-freedom-than-the-sunak-government-to-talk-about-a-trade-deal-with-india-including-visas-uk-political-scientist/article68348476.ece,The Hindu,https://th-i.thgim.com/public/news/national/sttk10/article68353150.ece/alternates/LANDSCAPE_1200/Anand%20Menon%20final.jpg,general,en,in,2024-06-30T18:47:46+00:00,politics
Daniel Arkin and Keir Simmons and Nancy Ing and Gabrielle Nolin and Freddie Clayton and The Associated Press,French voters propel far-right National Rally to strong lead in first-round legislative elections,"French voters propelled the far-right National Rally to a strong lead in first-round legislative elections Sunday and plunged the country into political uncertainty, according to polling projections.",https://www.nbcnews.com/news/world/french-voters-propel-far-right-national-rally-strong-lead-first-legisl-rcna159213,NBC,https://media-cldnry.s-nbcnews.com/image/upload/t_fit_1500w/rockcms/2024-06/240628-france-election-mb-1134-6d0a53.jpg,general,en,na,2024-06-30T18:31:09+00:00,politics
,French voters propel far-right National Rally to strong lead in 1st-round elections,French voters have propelled the far-right National Rally to a strong lead in first-round legislative elections and plunged the country into political uncertainty,https://abcnews.go.com/Business/wireStory/frances-exceptionally-high-stakes-election-begun-leads-polls-111552785,ABC News,https://s.abcnews.com/images/International/wirestory_f07061a929ed8eaad0e714e948159cab_4x3_384.jpg,general,en,us,2024-06-30T18:25:57+00:00,politics
DC Correspondent,Andhra Pradesh: Botsa Slams NDA Government for Vengeance Politics,Andhra Pradesh: Botsa Slams NDA Government for Vengeance Politics,https://www.deccanchronicle.com/news/andhra-pradesh-botsa-slams-nda-government-for-vengeance-politics-1308856,deccanchronicle,https://www.deccanchronicle.com/images/placeholder.jpg,general,en,us,2024-06-30T18:19:24+00:00,politics
,Zimbabwe police arrest 7 political activists,Five members of the National Democratic Working Group (NDWG) led by Job Sikhala have been arrested in Harare in what appears to be a national crackdown on the opposition amid claims that they are atte...,http://bulawayo24.com/news/national/243149,Bulawayo24 News,http://img.bulawayo24.com/articles/thumbs/65x52/bulawayo24.png,general,en,zw,2024-06-30T17:50:39+00:00,politics
,Zimbabwe govt fears civil unrest,"The Government has issued a stern warning to political groups, politicians, and certain civil society organizations against orchestrating disruptive activities aimed at creating chaos in the country. ...",http://bulawayo24.com/news/columnist/243111,Bulawayo24 News,http://img.bulawayo24.com/articles/thumbs/65x52/bulawayo24.png,general,en,zw,2024-06-30T17:20:35+00:00,politics
Agencies,"Hamas leader, Turkey’s intelligence chief discuss Gaza truce talks","Two heads go over necessary measures to secure a lasting ceasefire, hostage exchange, and delivery of humanitarian aid DOHA: The head of the Turkish Intelligence Organization Ibrahim Kalin on Sunday met with Ismail Haniyeh, the head of the Hamas Political Bureau, the state-run TRT broadcaster reported. They discussed the latest status of the ceasefire negotiations, [&#8230;]",https://www.pakistantoday.com.pk/2024/06/30/hamas-leader-turkeys-intelligence-chief-discuss-gaza-truce-talks/,Pakistan Today,,general,en,pk,2024-06-30T17:16:07+00:00,politics
AP News,German police believe man who climbed arena roof during Euro 2024 game was a would-be photographer,German police say they believe a man who scaled the roof of the stadium as Germany played Denmark at Euro 2024 was a would-be photographer and they don’t have evidence he intended to hurt anyone. Video shown by public broadcaster WDR appeared to show the man being detained among the catwalks and beams on the underside of the Westfalenstadion roof following the last-16 game. Germany won 2-0. Dortmund police say the man had been detained and identified as a 21-year-old from the nearby city of Osnabrueck. Police added that they are currently ruling out a “political motivation”.,https://www.mymotherlode.com/sports/soccer-general-news/3384081/german-police-believe-man-who-climbed-arena-roof-during-euro-2024-game-was-a-would-be-photographer.html,mymotherlode,,general,en,us,2024-06-30T16:11:56+00:00,politics
INP,"Ashrafi calls for unity, introduces peace code for Muharram","LAHORE: Chair of the Pakistan Ulema Council (PUC) Hafiz Tahir Mehmood Ashrafi emphasised the crucial role of political and religious leaders in fostering national unity during a press conference at the Lahore Press Club on Sunday. Ashrafi highlighted the release of a 12-point joint code of conduct by the PUC, aimed at maintaining peace during [&#8230;]",https://www.pakistantoday.com.pk/2024/06/30/ashrafi-calls-for-unity-introduces-peace-code-for-muharram/,Pakistan Today,,general,en,pk,2024-06-30T16:08:06+00:00,politics
Saalini Lokesh,Young Cartoonists’ Lack of Interest in Political Satire Worries Veterans,Young Cartoonists’ Lack of Interest in Political Satire Worries Veterans,https://www.deccanchronicle.com/southern-states/telangana/young-cartoonists-lack-of-interest-in-political-satire-worries-veterans-1308840,deccanchronicle,https://www.deccanchronicle.com/h-upload/2024/06/30/1100677-dsc00121.webp,general,en,us,2024-06-30T16:06:57+00:00,politics
Ama Koralage,Empowering Women in Politics: A Catalyst for Change,Photo Courtesy of Verite Research Sri Lanka’s women are literate and well educated with a 92.3 percent literacy rate and 1.4 female students for every one male student enrolled in tertiary education.&#8230;,https://groundviews.org/2024/06/30/empowering-women-in-politics-a-catalyst-for-change/?utm_source=rss&utm_medium=rss&utm_campaign=empowering-women-in-politics-a-catalyst-for-change,groundviews,,general,en,us,2024-06-30T15:54:17+00:00,politics
Maya Boddie,Anti-Trump GOP judge urges Jack Smith in 'strongest possible' way to dodge 'cynical partisan politics',"J. Michael Luttig, a conservative and former judge of the United States Court of Appeals for the Fourth Circuit, told MSNBC's Ari Melber Sunday why he urges special counsel Jack Smith to bring Donald Trump's January 6 criminal case to trial — even if it won't begin until weeks before the November election. ""The former president has corrupted America's democracy, constitution, and rule of law, and now with the Supreme Court's almost interminable delay of the immunity decision, he's gotten away with it,"" Luttig told Melber.""America's democracy and the rule of law are the heart and soul of the...",https://www.alternet.org/luttig-jack-smith-trump/,alternet,https://www.alternet.org/media-library/image.png?id=52520143&width=980,general,en,us,2024-06-30T15:32:30+00:00,politics
,Hamas leader calls for Palestinian democracy,"Husam Badran, a member of the Hamas Political Bureau, has called for a national consensus democracy to take root in a unified Palestine as he encouraged armed Palestinians in the West Bank to resist Israeli occupation.",https://www.upi.com/Top_News/World-News/2024/06/30/palestine-hamas-leader-palestinian-democracy/2771719758998/,upiasia,https://cdnph.upi.com/ph/st/th/2771719758998/2024/upi/05e8787b6c77005fcc1cb6ad891820fd/v1.5/Hamas-leader-calls-for-Palestinian-democracy.jpg,general,en,us,2024-06-30T14:55:51+00:00,politics
David Edwards,'I haven’t seen Democrats storm the Capitol!' ABC host intensely clashes with Steve Bannon,"ABC News host Jonathan Karl clashed with political strategist and convicted criminal Steve Bannon about violence from Republicans.During an interview that aired Sunday on ABC's This Week program, Bannon dismissed death threats received by Dr. Anthony Fauci after he called to put the doctor's head ""on a pike.""""I'm not backing off my rhetoric,"" Bannon insisted.""Are you concerned about those death threats, though?"" Karl asked.""Do you think I don't get death threats and have security all the time?"" Bannon retorted. ""That comes when you play at the highest levels.""""Will you appeal right now, message...",https://www.alternet.org/steve-bannon-jonathan-karl/,alternet,https://www.alternet.org/media-library/image.png?id=52520106&width=980,general,en,us,2024-06-30T14:44:31+00:00,politics
Ankita Rao in Washington,Biden to meet with his family to discuss future amid pressures to step down,"Bidens show no signs of changing course, painting debate as one-off bad day as his campaign brush it off as media frenzyJoe Biden is set to meet with his family on Sunday to talk about his political future in a meeting that was scheduled before Thursday’s debate.The meeting at Camp David comes as pressures have mounted on Biden after the vast fallout of the debate, in which his halting performance highlighted his vulnerabilities in a close election and invited calls from pundits, media and voters for him to step aside. Continue reading...",https://www.theguardian.com/us-news/article/2024/jun/30/biden-meeting-family-political-future,The Guardian,https://i.guim.co.uk/img/media/0da2c17ab5bdc25c5510c49787acdb075327e065/0_181_3840_2304/master/3840.jpg?width=140&quality=85&auto=format&fit=max&s=dc23a07772ac029f901de3c381f5507e,politics,en,us,2024-06-30T14:05:25+00:00,politics
,iciHaiti - Politic : The OAS calls on the international community for greater commitment to Haiti,"Friday June 28, 2024, Luis Almagro, Secretary General of the Organization of American States (OAS) asked the international community for greater commitment to Haiti, which is facing an unprecedented crisis...",https://www.haitilibre.com/en/news-42665-icihaiti-politic-the-oas-calls-on-the-international-community-for-greater-commitment-to-haiti.html,Haiti Libre,,general,en,ht,2024-06-30T14:01:03+00:00,politics
Susan Shelley,Susan Shelley: Why didn’t SCOTUS defend our free speech rights?,Political backlash,https://www.redlandsdailyfacts.com/2024/06/30/susan-shelley-why-didnt-scotus-defend-our-free-speech-rights/,redlandsdailyfacts,https://www.redlandsdailyfacts.com/wp-content/uploads/2024/06/Supreme_Court_32982-1-3.jpg?w=1400px&strip=all,general,en,us,2024-06-30T14:00:38+00:00,politics
Susan Shelley,Susan Shelley: Why didn’t SCOTUS defend our free speech rights?,Political backlash,https://www.dailynews.com/2024/06/30/susan-shelley-why-didnt-scotus-defend-our-free-speech-rights/,dailynews,https://www.dailynews.com/wp-content/uploads/2024/06/Supreme_Court_32982-1-3.jpg?w=1400px&strip=all,general,en,us,2024-06-30T14:00:38+00:00,politics
Susan Shelley,Susan Shelley: Why didn’t SCOTUS defend our free speech rights?,Political backlash,https://www.dailybreeze.com/2024/06/30/susan-shelley-why-didnt-scotus-defend-our-free-speech-rights/,dailybreeze,https://www.dailybreeze.com/wp-content/uploads/2024/06/Supreme_Court_32982-1-3.jpg?w=1400px&strip=all,general,en,us,2024-06-30T14:00:38+00:00,politics
Susan Shelley,Susan Shelley: Why didn’t SCOTUS defend our free speech rights?,Political backlash,https://www.sbsun.com/2024/06/30/susan-shelley-why-didnt-scotus-defend-our-free-speech-rights/,sbsun,https://www.sbsun.com/wp-content/uploads/2024/06/Supreme_Court_32982-1-3.jpg?w=1400px&strip=all,general,en,us,2024-06-30T14:00:38+00:00,politics
Susan Shelley,Susan Shelley: Why didn’t SCOTUS defend our free speech rights?,Political backlash,https://www.ocregister.com/2024/06/30/susan-shelley-why-didnt-scotus-defend-our-free-speech-rights/,ocregister,https://www.ocregister.com/wp-content/uploads/2024/06/Supreme_Court_32982-1-3.jpg?w=1400px&strip=all,general,en,us,2024-06-30T14:00:38+00:00,politics
Susan Shelley,Susan Shelley: Why didn’t SCOTUS defend our free speech rights?,Political backlash,https://www.sgvtribune.com/2024/06/30/susan-shelley-why-didnt-scotus-defend-our-free-speech-rights/,sgvtribune,https://www.sgvtribune.com/wp-content/uploads/2024/06/Supreme_Court_32982-1-3.jpg?w=1400px&strip=all,general,en,us,2024-06-30T14:00:38+00:00,politics
Susan Shelley,Susan Shelley: Why didn’t SCOTUS defend our free speech rights?,Political backlash,https://www.pasadenastarnews.com/2024/06/30/susan-shelley-why-didnt-scotus-defend-our-free-speech-rights/,pasadenastarnews,https://www.pasadenastarnews.com/wp-content/uploads/2024/06/Supreme_Court_32982-1-3.jpg?w=1400px&strip=all,general,en,us,2024-06-30T14:00:38+00:00,politics
Susan Shelley,Susan Shelley: Why didn’t SCOTUS defend our free speech rights?,Political backlash,https://www.dailybulletin.com/2024/06/30/susan-shelley-why-didnt-scotus-defend-our-free-speech-rights/,dailybulletin,https://www.dailybulletin.com/wp-content/uploads/2024/06/Supreme_Court_32982-1-3.jpg?w=1400px&strip=all,general,en,us,2024-06-30T14:00:38+00:00,politics
Susan Shelley,Susan Shelley: Why didn’t SCOTUS defend our free speech rights?,Political backlash,https://www.whittierdailynews.com/2024/06/30/susan-shelley-why-didnt-scotus-defend-our-free-speech-rights/,m,https://www.whittierdailynews.com/wp-content/uploads/2024/06/Supreme_Court_32982-1-3.jpg?w=1400px&strip=all,general,en,us,2024-06-30T14:00:38+00:00,politics
zee business,EAM S. Jaishankar holds talks with Qatar's PM & Foreign Minister in Doha,"""Reviewed our bilateral relationship focusing on political, trade, investment, energy, technology, culture and people-to-people ties. Exchanged views on regional and global issues. Appreciate his sharing insights on the Gaza situation,"" Jaishankar posted on X after his meeting with Al Thani.",https://www.zeebiz.com/economy-infra/world-economy/news-eam-s-jaishankar-holds-talks-with-qatars-pm-foreign-minister-in-doha-298923,Zee Business,,business,en,us,2024-06-30T13:47:02+00:00,politics
The Herald's View,Political guts and policy muscle needed for true tax reform,Voters are rightly fed up with the lack of vision for our economic future. ,https://www.smh.com.au/politics/federal/political-guts-and-policy-muscle-needed-for-true-tax-reform-20240630-p5jpx7.html?ref=rss&utm_medium=rss&utm_source=rss_politics_federal,The Sydney Morning Herald,https://static.ffx.io/images/$zoom_0.23183012259194397%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_42/t_crop_custom/q_86%2Cf_jpg/f17adac537cbdcd3fb507e4141f0671c30d9e44e,politics,en,au,2024-06-30T13:45:00+00:00,politics
The Herald's View,Political guts and policy muscle needed for true tax reform,Voters are rightly fed up with the lack of vision for our economic future. ,https://www.smh.com.au/politics/federal/political-guts-and-policy-muscle-needed-for-true-tax-reform-20240630-p5jpx7.html?ref=rss&utm_medium=rss&utm_source=rss_feed,The Sydney Morning Herald,https://static.ffx.io/images/$zoom_0.23183012259194397%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_42/t_crop_custom/q_86%2Cf_jpg/f17adac537cbdcd3fb507e4141f0671c30d9e44e,general,en,au,2024-06-30T13:45:00+00:00,politics
The Herald's View,Political guts and policy muscle needed for true tax reform,Voters are rightly fed up with the lack of vision for our economic future. ,https://www.theage.com.au/politics/federal/political-guts-and-policy-muscle-needed-for-true-tax-reform-20240630-p5jpx7.html?ref=rss&utm_medium=rss&utm_source=rss_feed,The Age,https://static.ffx.io/images/$zoom_0.23183012259194397%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_42/t_crop_custom/q_86%2Cf_jpg/f17adac537cbdcd3fb507e4141f0671c30d9e44e,general,en,au,2024-06-30T13:45:00+00:00,politics
The Herald's View,Political guts and policy muscle needed for true tax reform,Voters are rightly fed up with the lack of vision for our economic future. ,https://www.brisbanetimes.com.au/politics/federal/political-guts-and-policy-muscle-needed-for-true-tax-reform-20240630-p5jpx7.html?ref=rss&utm_medium=rss&utm_source=rss_feed,Brisbane Times,https://static.ffx.io/images/$zoom_0.23183012259194397%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_42/t_crop_custom/q_86%2Cf_jpg/f17adac537cbdcd3fb507e4141f0671c30d9e44e,general,en,au,2024-06-30T13:45:00+00:00,politics
The Herald's View,Political guts and policy muscle needed for true tax reform,Voters are rightly fed up with the lack of vision for our economic future. ,https://www.watoday.com.au/politics/federal/political-guts-and-policy-muscle-needed-for-true-tax-reform-20240630-p5jpx7.html?ref=rss&utm_medium=rss&utm_source=rss_feed,watoday,https://static.ffx.io/images/$zoom_0.23183012259194397%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_42/t_crop_custom/q_86%2Cf_jpg/f17adac537cbdcd3fb507e4141f0671c30d9e44e,general,en,au,2024-06-30T13:45:00+00:00,politics
The Herald's View,Political guts and policy muscle needed for true tax reform,Voters are rightly fed up with the lack of vision for our economic future. ,https://www.watoday.com.au/politics/federal/political-guts-and-policy-muscle-needed-for-true-tax-reform-20240630-p5jpx7.html?ref=rss&utm_medium=rss&utm_source=rss_politics_federal,watoday,https://static.ffx.io/images/$zoom_0.23183012259194397%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_42/t_crop_custom/q_86%2Cf_jpg/f17adac537cbdcd3fb507e4141f0671c30d9e44e,general,en,au,2024-06-30T13:45:00+00:00,politics
The Herald's View,Political guts and policy muscle needed for true tax reform,Voters are rightly fed up with the lack of vision for our economic future. ,https://www.theage.com.au/politics/federal/political-guts-and-policy-muscle-needed-for-true-tax-reform-20240630-p5jpx7.html?ref=rss&utm_medium=rss&utm_source=rss_politics_federal,The Age,https://static.ffx.io/images/$zoom_0.23183012259194397%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_42/t_crop_custom/q_86%2Cf_jpg/f17adac537cbdcd3fb507e4141f0671c30d9e44e,politics,en,au,2024-06-30T13:45:00+00:00,politics
The Herald's View,Political guts and policy muscle needed for true tax reform,Voters are rightly fed up with the lack of vision for our economic future. ,https://www.brisbanetimes.com.au/politics/federal/political-guts-and-policy-muscle-needed-for-true-tax-reform-20240630-p5jpx7.html?ref=rss&utm_medium=rss&utm_source=rss_politics_federal,brisbanetimes,https://static.ffx.io/images/$zoom_0.23183012259194397%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_42/t_crop_custom/q_86%2Cf_jpg/f17adac537cbdcd3fb507e4141f0671c30d9e44e,general,en,au,2024-06-30T13:45:00+00:00,politics
,Politics And Climate Change,Politics And Climate Change,https://seekingalpha.com/article/4701704-politics-and-climate-change?source=feed_all_articles,Seeking Alpha,,general,en,us,2024-06-30T13:32:58+00:00,politics
Matthew Owen,Matthew in the Middle | The great debate?,"Most of my family and friends don’t like either one of our presidential candidates this year. One is an old, obese, senile, sociopath megalomaniac, who is the rudest person on the planet, while the other has &#8220;beyond senior moments” where he gets confused and disoriented. Unfortunately, that’s the state of American politics today. We get [&#8230;]",https://www.times-standard.com/2024/06/30/matthew-in-the-middle-the-great-debate/,times-standard,,general,en,us,2024-06-30T13:30:32+00:00,politics
guest,"Democracies, Republics, and Ancient Greek Philosophy","Guest article written by Dimitris Aristopoulos Occasionally, there is discussion about how democratic Western governments truly are. Are they the type of democracy with which the ancient Greeks were familiar, or do they deviate from this? To determine the extent to which our modern political systems resemble democracies or republics, ancient Greek philosophy and specific philosophers&#8217; [&#8230;]",https://greekreporter.com/2024/06/30/democracies-republics-ancient-greek-philosophy/,greece,,general,en,us,2024-06-30T13:00:49+00:00,politics
